rva	name	confidence	file_class	file	linked	scenario	frida	readiness
004a3ac9	FUN_004a3ac9	C2	doc	re/analysis/boot_subsystem_d3/0x004a3ac9.md	no	no		0.2
004af2d4	FUN_004af2d4	C2	doc	re/analysis/exception_filter/0x004af2d4.md	no	no		0.2
004af32d	FUN_004af32d	C2	doc	re/analysis/exception_filter/0x004af32d.md	no	no		0.2
004b302f	__stricmp	C2	doc	re/analysis/promote_c2_txd_loader/004b302f.md	no	no		0.2
004b44f0	FUN_004b44f0	C2	doc	re/analysis/random_rng/0x004b44f0.md	no	no		0.2
004b4510	FUN_004b4510	C2	doc	re/analysis/random_rng/0x004b4510.md	no	no		0.2
004c4dc0	FUN_004c4dc0	C2	doc	re/analysis/bucket_c1_strays/0x004c4dc0.md	no	no		0.2
004ccde0	FUN_004ccde0	C2	doc	re/analysis/track_world_initial_sweep/004ccde0.md	no	no		0.2
00517250	FUN_00517250	C2	doc	re/analysis/memory_pool/00517250.md	no	no		0.2
005208c0	FUN_005208c0	C2	doc	re/analysis/memory_pool/005208c0.md	no	no		0.2
00534920	FUN_00534920	C2	doc	re/analysis/random_rng/0x00534920.md	no	no		0.2
00550430	FUN_00550430	C2	doc	re/analysis/input_dinput_d3/00550430.md	no	no		0.2
00550be0	FUN_00550be0	C2	doc	re/analysis/timer_d3_cont2/0x00550be0.md	no	no		0.2
005ab040	FUN_005ab040	C2	doc	re/analysis/timer/0x005ab040.md	no	no		0.2
005c9d00	GetRaceEndTrigger	C2	cpp	util/gamestategetters.cpp	yes	yes	DEMOTED	-46.8
004950b0	FUN_004950b0	C2	doc	re/analysis/timer/0x004950b0.md	no	yes	DEMOTED	-48.8
