row,ppx,ppy,ppz,pdx,pdy,pdz,pzoom,pvw,ppairA,ppairB,mode,reset
264,0.343083,3.297635,4.976006,-0.121301,0.486019,-1.443247,2.749640,0.600000,0,3,0,0
265,0.342000,3.296324,4.974255,-0.121266,0.486019,-1.443404,2.749640,0.600000,0,3,0,0
266,0.340756,3.294826,4.972272,-0.121226,0.486019,-1.443583,2.749640,0.600000,0,3,0,0
267,0.339395,3.293195,4.970127,-0.121181,0.486019,-1.443778,2.749640,0.600000,0,3,0,0
268,0.337948,3.291471,4.967879,-0.121134,0.486019,-1.443984,2.749640,0.600000,0,3,0,0
269,0.336441,3.289685,4.965569,-0.121084,0.486019,-1.444198,2.749640,0.600000,0,3,0,0
270,0.335539,3.288621,4.964200,-0.121054,0.486019,-1.444325,2.749640,0.600000,0,3,0,0
271,0.334418,3.287305,4.962523,-0.121016,0.486019,-1.444483,2.749640,0.600000,0,3,0,0
272,0.333133,3.285803,4.960621,-0.120972,0.486019,-1.444662,2.749640,0.600000,0,3,0,0
273,0.331724,3.284167,4.958564,-0.120924,0.486019,-1.444858,2.749640,0.600000,0,3,0,0
274,0.330228,3.282438,4.956404,-0.120873,0.486019,-1.445064,2.749640,0.600000,0,3,0,0
275,0.328671,3.280648,4.954185,-0.120819,0.486019,-1.445278,2.749640,0.600000,0,3,0,0
276,0.327739,3.279581,4.952871,-0.120787,0.486019,-1.445406,2.749640,0.600000,0,3,0,0
277,0.326581,3.278263,4.951256,-0.120746,0.486019,-1.445563,2.749640,0.600000,0,3,0,0
278,0.325255,3.276757,4.949425,-0.120700,0.486019,-1.445743,2.749640,0.600000,0,3,0,0
279,0.323802,3.275116,4.947440,-0.120648,0.486019,-1.445939,2.749640,0.600000,0,3,0,0
280,0.322260,3.273385,4.945354,-0.120593,0.486019,-1.446146,2.749640,0.600000,0,3,0,0
281,0.320655,3.271593,4.943206,-0.120535,0.486019,-1.446360,2.749640,0.600000,0,3,0,0
282,0.319695,3.270525,4.941932,-0.120501,0.486019,-1.446488,2.749640,0.600000,0,3,0,0
283,0.318504,3.269205,4.940366,-0.120457,0.486019,-1.446646,2.749640,0.600000,0,3,0,0
284,0.317139,3.267697,4.938584,-0.120407,0.486019,-1.446826,2.749640,0.600000,0,3,0,0
285,0.315645,3.266056,4.936650,-0.120352,0.486019,-1.447022,2.749640,0.600000,0,3,0,0
286,0.314059,3.264323,4.934611,-0.120293,0.486019,-1.447230,2.749640,0.600000,0,3,0,0
287,0.312410,3.262530,4.932508,-0.120232,0.486019,-1.447444,2.749640,0.600000,0,3,0,0
288,0.311424,3.261461,4.931259,-0.120195,0.486019,-1.447572,2.749640,0.600000,0,3,0,0
289,0.310201,3.260141,4.929718,-0.120148,0.486019,-1.447730,2.749640,0.600000,0,3,0,0
290,0.308800,3.258634,4.927960,-0.120095,0.486019,-1.447911,2.749640,0.600000,0,3,0,0
291,0.307268,3.256992,4.926045,-0.120037,0.486019,-1.448107,2.749640,0.600000,0,3,0,0
292,0.305642,3.255260,4.924024,-0.119974,0.486019,-1.448315,2.749640,0.600000,0,3,0,0
293,0.303953,3.253468,4.921930,-0.119909,0.486019,-1.448530,2.749640,0.600000,0,3,0,0
294,0.302943,3.252400,4.920683,-0.119869,0.486019,-1.448658,2.749640,0.600000,0,3,0,0
295,0.301691,3.251081,4.919143,-0.119820,0.486019,-1.448816,2.749640,0.600000,0,3,0,0
296,0.300258,3.249576,4.917378,-0.119764,0.486019,-1.448997,2.749640,0.600000,0,3,0,0
297,0.298692,3.247936,4.915453,-0.119702,0.486019,-1.449194,2.749640,0.600000,0,3,0,0
298,0.297031,3.246205,4.913412,-0.119635,0.486019,-1.449402,2.749640,0.600000,0,3,0,0
299,0.295306,3.244416,4.911292,-0.119566,0.486019,-1.449617,2.749640,0.600000,0,3,0,0
300,0.294275,3.243350,4.910028,-0.119524,0.486019,-1.449745,2.749640,0.600000,0,3,0,0
301,0.292998,3.242034,4.908459,-0.119473,0.486019,-1.449904,2.749640,0.600000,0,3,0,0
302,0.291537,3.240531,4.906659,-0.119413,0.486019,-1.450085,2.749640,0.600000,0,3,0,0
303,0.289940,3.238896,4.904686,-0.119347,0.486019,-1.450282,2.749640,0.600000,0,3,0,0
304,0.288248,3.237169,4.902592,-0.119277,0.486019,-1.450490,2.749640,0.600000,0,3,0,0
305,0.286493,3.235385,4.900411,-0.119204,0.486019,-1.450706,2.749640,0.600000,0,3,0,0
306,0.285444,3.234322,4.899107,-0.119160,0.486019,-1.450834,2.749640,0.600000,0,3,0,0
307,0.284145,3.233010,4.897485,-0.119105,0.486019,-1.450993,2.749640,0.600000,0,3,0,0
308,0.282660,3.231512,4.895619,-0.119042,0.486019,-1.451174,2.749640,0.600000,0,3,0,0
309,0.281038,3.229882,4.893574,-0.118973,0.486019,-1.451372,2.749640,0.600000,0,3,0,0
310,0.279321,3.228161,4.891395,-0.118899,0.486019,-1.451580,2.749640,0.600000,0,3,0,0
311,0.277540,3.226383,4.889122,-0.118822,0.486019,-1.451796,2.749640,0.600000,0,3,0,0
312,0.276477,3.225324,4.887760,-0.118776,0.486019,-1.451924,2.749640,0.600000,0,3,0,0
313,0.275161,3.224017,4.886064,-0.118719,0.486019,-1.452083,2.749640,0.600000,0,3,0,0
314,0.273657,3.222526,4.884110,-0.118652,0.486019,-1.452265,2.749640,0.600000,0,3,0,0
315,0.272016,3.220903,4.881963,-0.118580,0.486019,-1.452462,2.749640,0.600000,0,3,0,0
316,0.270280,3.219189,4.879675,-0.118502,0.486019,-1.452671,2.749640,0.600000,0,3,0,0
317,0.268480,3.217418,4.877286,-0.118421,0.486019,-1.452887,2.749640,0.600000,0,3,0,0
318,0.267405,3.216363,4.875853,-0.118373,0.486019,-1.453016,2.749640,0.600000,0,3,0,0
319,0.266078,3.215064,4.874067,-0.118313,0.486019,-1.453175,2.749640,0.600000,0,3,0,0
320,0.264561,3.213581,4.872007,-0.118243,0.486019,-1.453357,2.749640,0.600000,0,3,0,0
321,0.262906,3.211967,4.869745,-0.118167,0.486019,-1.453555,2.749640,0.600000,0,3,0,0
322,0.261157,3.210264,4.867333,-0.118086,0.486019,-1.453764,2.749640,0.600000,0,3,0,0
323,0.259344,3.208503,4.864815,-0.118001,0.486019,-1.453981,2.749640,0.600000,0,3,0,0
324,0.258263,3.207455,4.863304,-0.117951,0.486019,-1.454110,2.749640,0.600000,0,3,0,0
325,0.256929,3.206164,4.861419,-0.117887,0.486019,-1.454269,2.749640,0.600000,0,3,0,0
326,0.255404,3.204690,4.859249,-0.117815,0.486019,-1.454451,2.749640,0.600000,0,3,0,0
327,0.253743,3.203087,4.856866,-0.117735,0.486019,-1.454649,2.749640,0.600000,0,3,0,0
328,0.251988,3.201395,4.854324,-0.117650,0.486019,-1.454858,2.749640,0.600000,0,3,0,0
329,0.250171,3.199646,4.851674,-0.117562,0.486019,-1.455075,2.749640,0.600000,0,3,0,0
330,0.249087,3.198605,4.850084,-0.117509,0.486019,-1.455204,2.749640,0.600000,0,3,0,0
331,0.247751,3.197323,4.848101,-0.117443,0.486019,-1.455364,2.749640,0.600000,0,3,0,0
332,0.246226,3.195860,4.845821,-0.117367,0.486019,-1.455546,2.749640,0.600000,0,3,0,0
333,0.244565,3.194269,4.843318,-0.117284,0.486019,-1.455744,2.749640,0.600000,0,3,0,0
334,0.242811,3.192590,4.840657,-0.117195,0.486019,-1.455954,2.749640,0.600000,0,3,0,0
335,0.240997,3.190856,4.837881,-0.117103,0.486019,-1.456171,2.749640,0.600000,0,3,0,0
336,0.239917,3.189823,4.836217,-0.117048,0.486019,-1.456300,2.749640,0.600000,0,3,0,0
337,0.238585,3.188550,4.834148,-0.116979,0.486019,-1.456459,2.749640,0.600000,0,3,0,0
338,0.237065,3.187100,4.831771,-0.116900,0.486019,-1.456642,2.749640,0.600000,0,3,0,0
339,0.235412,3.185523,4.829167,-0.116814,0.486019,-1.456840,2.749640,0.600000,0,3,0,0
340,0.233668,3.183859,4.826399,-0.116722,0.486019,-1.457050,2.749640,0.600000,0,3,0,0
341,0.231866,3.182140,4.823522,-0.116626,0.486019,-1.457267,2.749640,0.600000,0,3,0,0
342,0.230792,3.181117,4.821798,-0.116568,0.486019,-1.457397,2.749640,0.600000,0,3,0,0
343,0.229471,3.179856,4.819658,-0.116497,0.486019,-1.457557,2.749640,0.600000,0,3,0,0
344,0.227965,3.178420,4.817206,-0.116414,0.486019,-1.457739,2.749640,0.600000,0,3,0,0
345,0.226327,3.176858,4.814523,-0.116324,0.486019,-1.457938,2.749640,0.600000,0,3,0,0
346,0.224601,3.175211,4.811680,-0.116229,0.486019,-1.458148,2.749640,0.600000,0,3,0,0
347,0.222819,3.173510,4.808727,-0.116129,0.486019,-1.458365,2.749640,0.600000,0,3,0,0
348,0.221759,3.172498,4.806961,-0.116069,0.486019,-1.458495,2.749640,0.600000,0,3,0,0
349,0.220454,3.171250,4.804776,-0.115995,0.486019,-1.458655,2.749640,0.600000,0,3,0,0
350,0.218968,3.169829,4.802275,-0.115910,0.486019,-1.458837,2.749640,0.600000,0,3,0,0
351,0.217354,3.168284,4.799548,-0.115816,0.486019,-1.459036,2.749640,0.600000,0,3,0,0
352,0.215654,3.166655,4.796662,-0.115717,0.486019,-1.459246,2.749640,0.600000,0,3,0,0
353,0.213901,3.164973,4.793674,-0.115613,0.486019,-1.459464,2.749640,0.600000,0,3,0,0
354,0.212859,3.163973,4.791890,-0.115551,0.486019,-1.459594,2.749640,0.600000,0,3,0,0
355,0.211578,3.162740,4.789685,-0.115474,0.486019,-1.459754,2.749640,0.600000,0,3,0,0
356,0.210120,3.161334,4.787170,-0.115386,0.486019,-1.459937,2.749640,0.600000,0,3,0,0
357,0.208538,3.159809,4.784432,-0.115289,0.486019,-1.460136,2.749640,0.600000,0,3,0,0
358,0.206873,3.158200,4.781544,-0.115186,0.486019,-1.460346,2.749640,0.600000,0,3,0,0
359,0.205159,3.156539,4.778559,-0.115079,0.486019,-1.460564,2.749640,0.600000,0,3,0,0
360,0.204140,3.155552,4.776780,-0.115014,0.486019,-1.460693,2.749640,0.600000,0,3,0,0
361,0.202889,3.154334,4.774589,-0.114935,0.486019,-1.460854,2.749640,0.600000,0,3,0,0
362,0.201466,3.152947,4.772093,-0.114843,0.486019,-1.461037,2.749640,0.600000,0,3,0,0
363,0.199925,3.151442,4.769384,-0.114743,0.486019,-1.461236,2.749640,0.600000,0,3,0,0
364,0.198304,3.149855,4.766533,-0.114636,0.486019,-1.461446,2.749640,0.600000,0,3,0,0
365,0.196636,3.148217,4.763594,-0.114525,0.486019,-1.461664,2.749640,0.600000,0,3,0,0
366,0.195646,3.147243,4.761846,-0.114459,0.486019,-1.461794,2.749640,0.600000,0,3,0,0
367,0.194432,3.146043,4.759697,-0.114376,0.486019,-1.461955,2.749640,0.600000,0,3,0,0
368,0.193053,3.144676,4.757256,-0.114281,0.486019,-1.462138,2.749640,0.600000,0,3,0,0
369,0.191560,3.143193,4.754611,-0.114178,0.486019,-1.462337,2.749640,0.600000,0,3,0,0
370,0.189992,3.141629,4.751834,-0.114068,0.486019,-1.462548,2.749640,0.600000,0,3,0,0
371,0.188382,3.140015,4.748979,-0.113953,0.486019,-1.462766,2.749640,0.600000,0,3,0,0
372,0.187427,3.139056,4.747283,-0.113884,0.486019,-1.462896,2.749640,0.600000,0,3,0,0
373,0.186256,3.137874,4.745204,-0.113799,0.486019,-1.463056,2.749640,0.600000,0,3,0,0
374,0.184927,3.136528,4.742847,-0.113701,0.486019,-1.463240,2.749640,0.600000,0,3,0,0
375,0.183490,3.135066,4.740299,-0.113594,0.486019,-1.463439,2.749640,0.600000,0,3,0,0
376,0.181984,3.133528,4.737628,-0.113480,0.486019,-1.463650,2.749640,0.600000,0,3,0,0
377,0.180438,3.131941,4.734888,-0.113362,0.486019,-1.463868,2.749640,0.600000,0,3,0,0
378,0.179523,3.130997,4.733263,-0.113291,0.486019,-1.463998,2.749640,0.600000,0,3,0,0
379,0.178401,3.129835,4.731275,-0.113203,0.486019,-1.464159,2.749640,0.600000,0,3,0,0
380,0.177131,3.128512,4.729026,-0.113102,0.486019,-1.464342,2.749640,0.600000,0,3,0,0
381,0.175758,3.127076,4.726598,-0.112992,0.486019,-1.464542,2.749640,0.600000,0,3,0,0
382,0.174322,3.125564,4.724058,-0.112875,0.486019,-1.464753,2.749640,0.600000,0,3,0,0
383,0.172850,3.124005,4.721455,-0.112753,0.486019,-1.464971,2.749640,0.600000,0,3,0,0
384,0.171979,3.123078,4.719915,-0.112680,0.486019,-1.465102,2.749640,0.600000,0,3,0,0
385,0.170913,3.121937,4.718034,-0.112589,0.486019,-1.465262,2.749640,0.600000,0,3,0,0
386,0.169708,3.120638,4.715906,-0.112485,0.486019,-1.465445,2.749640,0.600000,0,3,0,0
387,0.168408,3.119227,4.713614,-0.112371,0.486019,-1.465645,2.749640,0.600000,0,3,0,0
388,0.167049,3.117742,4.711216,-0.112250,0.486019,-1.465856,2.749640,0.600000,0,3,0,0
389,0.165660,3.116213,4.708765,-0.112125,0.486019,-1.466075,2.749640,0.600000,0,3,0,0
390,0.164838,3.115304,4.707316,-0.112050,0.486019,-1.466205,2.749640,0.600000,0,3,0,0
391,0.163835,3.114185,4.705545,-0.111956,0.486019,-1.466366,2.749640,0.600000,0,3,0,0
392,0.162701,3.112911,4.703546,-0.111849,0.486019,-1.466549,2.749640,0.600000,0,3,0,0
393,0.161481,3.111529,4.701391,-0.111732,0.486019,-1.466749,2.749640,0.600000,0,3,0,0
394,0.160207,3.110074,4.699141,-0.111608,0.486019,-1.466960,2.749640,0.600000,0,3,0,0
395,0.158907,3.108575,4.696838,-0.111478,0.486019,-1.467179,2.749640,0.600000,0,3,0,0
396,0.158140,3.107685,4.695478,-0.111401,0.486019,-1.467309,2.749640,0.600000,0,3,0,0
397,0.157204,3.106589,4.693818,-0.111305,0.486019,-1.467470,2.749640,0.600000,0,3,0,0
398,0.156149,3.105342,4.691942,-0.111195,0.486019,-1.467654,2.749640,0.600000,0,3,0,0
399,0.155015,3.103989,4.689920,-0.111074,0.486019,-1.467854,2.749640,0.600000,0,3,0,0
400,0.153833,3.102565,4.687808,-0.110947,0.486019,-1.468065,2.749640,0.600000,0,3,0,0
401,0.152629,3.101099,4.685645,-0.110814,0.486019,-1.468284,2.749640,0.600000,0,3,0,0
402,0.151920,3.100228,4.684367,-0.110734,0.486019,-1.468414,2.749640,0.600000,0,3,0,0
403,0.151057,3.099156,4.682805,-0.110636,0.486019,-1.468575,2.749640,0.600000,0,3,0,0
404,0.150085,3.097937,4.681036,-0.110522,0.486019,-1.468759,2.749640,0.600000,0,3,0,0
405,0.149043,3.096615,4.679130,-0.110399,0.486019,-1.468959,2.749640,0.600000,0,3,0,0
406,0.147961,3.095224,4.677134,-0.110267,0.486019,-1.469170,2.749640,0.600000,0,3,0,0
407,0.146860,3.093790,4.675088,-0.110131,0.486019,-1.469389,2.749640,0.600000,0,3,0,0
408,0.146212,3.092939,4.673879,-0.110049,0.486019,-1.469519,2.749640,0.600000,0,3,0,0
409,0.145426,3.091893,4.672396,-0.109948,0.486019,-1.469680,2.749640,0.600000,0,3,0,0
410,0.144544,3.090704,4.670718,-0.109832,0.486019,-1.469864,2.749640,0.600000,0,3,0,0
411,0.143600,3.089414,4.668902,-0.109705,0.486019,-1.470064,2.749640,0.600000,0,3,0,0
412,0.142621,3.088057,4.666996,-0.109570,0.486019,-1.470275,2.749640,0.600000,0,3,0,0
413,0.141628,3.086659,4.665038,-0.109430,0.486019,-1.470494,2.749640,0.600000,0,3,0,0
414,0.141046,3.085829,4.663878,-0.109346,0.486019,-1.470624,2.749640,0.600000,0,3,0,0
415,0.140341,3.084811,4.662454,-0.109242,0.486019,-1.470785,2.749640,0.600000,0,3,0,0
416,0.139552,3.083652,4.660834,-0.109123,0.486019,-1.470969,2.749640,0.600000,0,3,0,0
417,0.138710,3.082396,4.659078,-0.108993,0.486019,-1.471169,2.749640,0.600000,0,3,0,0
418,0.137841,3.081074,4.657230,-0.108855,0.486019,-1.471381,2.749640,0.600000,0,3,0,0
419,0.136961,3.079714,4.655325,-0.108711,0.486019,-1.471600,2.749640,0.600000,0,3,0,0
420,0.136447,3.078906,4.654195,-0.108625,0.486019,-1.471730,2.749640,0.600000,0,3,0,0
421,0.135826,3.077914,4.652800,-0.108518,0.486019,-1.471891,2.749640,0.600000,0,3,0,0
422,0.135134,3.076787,4.651211,-0.108396,0.486019,-1.472075,2.749640,0.600000,0,3,0,0
423,0.134398,3.075566,4.649480,-0.108263,0.486019,-1.472275,2.749640,0.600000,0,3,0,0
424,0.133641,3.074281,4.647655,-0.108121,0.486019,-1.472487,2.749640,0.600000,0,3,0,0
425,0.132879,3.072959,4.645765,-0.107974,0.486019,-1.472705,2.749640,0.600000,0,3,0,0
426,0.132434,3.072174,4.644641,-0.107886,0.486019,-1.472836,2.749640,0.600000,0,3,0,0
427,0.131901,3.071210,4.643252,-0.107777,0.486019,-1.472997,2.749640,0.600000,0,3,0,0
428,0.131308,3.070116,4.641662,-0.107652,0.486019,-1.473181,2.749640,0.600000,0,3,0,0
429,0.130681,3.068930,4.639926,-0.107515,0.486019,-1.473381,2.749640,0.600000,0,3,0,0
430,0.130040,3.067684,4.638087,-0.107370,0.486019,-1.473593,2.749640,0.600000,0,3,0,0
431,0.129397,3.066402,4.636179,-0.107219,0.486019,-1.473811,2.749640,0.600000,0,3,0,0
432,0.129024,3.065642,4.635042,-0.107129,0.486019,-1.473942,2.749640,0.600000,0,3,0,0
433,0.128580,3.064707,4.633630,-0.107017,0.486019,-1.474103,2.749640,0.600000,0,3,0,0
434,0.128089,3.063647,4.632012,-0.106889,0.486019,-1.474287,2.749640,0.600000,0,3,0,0
435,0.127573,3.062499,4.630240,-0.106749,0.486019,-1.474487,2.749640,0.600000,0,3,0,0
436,0.127049,3.061292,4.628360,-0.106601,0.486019,-1.474699,2.749640,0.600000,0,3,0,0
437,0.126528,3.060051,4.626404,-0.106447,0.486019,-1.474918,2.749640,0.600000,0,3,0,0
438,0.126228,3.059315,4.625235,-0.106354,0.486019,-1.475048,2.749640,0.600000,0,3,0,0
439,0.125873,3.058411,4.623783,-0.106240,0.486019,-1.475209,2.749640,0.600000,0,3,0,0
440,0.125486,3.057386,4.622114,-0.106109,0.486019,-1.475393,2.749640,0.600000,0,3,0,0
441,0.125082,3.056276,4.620285,-0.105966,0.486019,-1.475593,2.749640,0.600000,0,3,0,0
442,0.124676,3.055110,4.618340,-0.105814,0.486019,-1.475805,2.749640,0.600000,0,3,0,0
443,0.124278,3.053912,4.616314,-0.105657,0.486019,-1.476024,2.749640,0.600000,0,3,0,0
444,0.124051,3.053201,4.615102,-0.105562,0.486019,-1.476154,2.749640,0.600000,0,3,0,0
445,0.123786,3.052329,4.613594,-0.105445,0.486019,-1.476315,2.749640,0.600000,0,3,0,0
446,0.123502,3.051339,4.611861,-0.105312,0.486019,-1.476499,2.749640,0.600000,0,3,0,0
447,0.123210,3.050269,4.609959,-0.105165,0.486019,-1.476699,2.749640,0.600000,0,3,0,0
448,0.122923,3.049145,4.607937,-0.105010,0.486019,-1.476911,2.749640,0.600000,0,3,0,0
449,0.122647,3.047991,4.605830,-0.104849,0.486019,-1.477129,2.749640,0.600000,0,3,0,0
450,0.122493,3.047306,4.604568,-0.104753,0.486019,-1.477260,2.749640,0.600000,0,3,0,0
451,0.122319,3.046466,4.602999,-0.104633,0.486019,-1.477421,2.749640,0.600000,0,3,0,0
452,0.122137,3.045513,4.601195,-0.104497,0.486019,-1.477605,2.749640,0.600000,0,3,0,0
453,0.121957,3.044484,4.599219,-0.104347,0.486019,-1.477805,2.749640,0.600000,0,3,0,0
454,0.121787,3.043404,4.597117,-0.104189,0.486019,-1.478016,2.749640,0.600000,0,3,0,0
455,0.121632,3.042294,4.594929,-0.104024,0.486019,-1.478235,2.749640,0.600000,0,3,0,0
456,0.121551,3.041636,4.593618,-0.103926,0.486019,-1.478366,2.749640,0.600000,0,3,0,0
457,0.121465,3.040830,4.591990,-0.103804,0.486019,-1.478527,2.749640,0.600000,0,3,0,0
458,0.121384,3.039916,4.590123,-0.103664,0.486019,-1.478711,2.749640,0.600000,0,3,0,0
459,0.121314,3.038928,4.588077,-0.103512,0.486019,-1.478911,2.749640,0.600000,0,3,0,0
460,0.121259,3.037891,4.585906,-0.103350,0.486019,-1.479122,2.749640,0.600000,0,3,0,0
461,0.121224,3.036828,4.583647,-0.103182,0.486019,-1.479341,2.749640,0.600000,0,3,0,0
462,0.121213,3.036197,4.582296,-0.103082,0.486019,-1.479471,2.749640,0.600000,0,3,0,0
463,0.121214,3.035425,4.580622,-0.102957,0.486019,-1.479632,2.749640,0.600000,0,3,0,0
464,0.121232,3.034550,4.578702,-0.102815,0.486019,-1.479816,2.749640,0.600000,0,3,0,0
465,0.121269,3.033604,4.576606,-0.102659,0.486019,-1.480016,2.749640,0.600000,0,3,0,0
466,0.121327,3.032614,4.574384,-0.102494,0.486019,-1.480228,2.749640,0.600000,0,3,0,0
467,0.121408,3.031597,4.572080,-0.102323,0.486019,-1.480446,2.749640,0.600000,0,3,0,0
468,0.121466,3.030995,4.570703,-0.102220,0.486019,-1.480577,2.749640,0.600000,0,3,0,0
469,0.121552,3.030258,4.569001,-0.102093,0.486019,-1.480737,2.749640,0.600000,0,3,0,0
470,0.121666,3.029423,4.567054,-0.101948,0.486019,-1.480921,2.749640,0.600000,0,3,0,0
471,0.121807,3.028521,4.564932,-0.101789,0.486019,-1.481121,2.749640,0.600000,0,3,0,0
472,0.121974,3.027576,4.562689,-0.101621,0.486019,-1.481333,2.749640,0.600000,0,3,0,0
473,0.122166,3.026608,4.560369,-0.101446,0.486019,-1.481551,2.749640,0.600000,0,3,0,0
474,0.122290,3.026035,4.558985,-0.101342,0.486019,-1.481682,2.749640,0.600000,0,3,0,0
475,0.122458,3.025333,4.557277,-0.101213,0.486019,-1.481843,2.749640,0.600000,0,3,0,0
476,0.122664,3.024539,4.555332,-0.101064,0.486019,-1.482026,2.749640,0.600000,0,3,0,0
477,0.122904,3.023682,4.553216,-0.100903,0.486019,-1.482226,2.749640,0.600000,0,3,0,0
478,0.123176,3.022785,4.550989,-0.100731,0.486019,-1.482438,2.749640,0.600000,0,3,0,0
479,0.123476,3.021866,4.548691,-0.100553,0.486019,-1.482656,2.749640,0.600000,0,3,0,0
480,0.123664,3.021322,4.547322,-0.100447,0.486019,-1.482787,2.749640,0.600000,0,3,0,0
481,0.123909,3.020657,4.545641,-0.100315,0.486019,-1.482947,2.749640,0.600000,0,3,0,0
482,0.124204,3.019905,4.543729,-0.100164,0.486019,-1.483131,2.749640,0.600000,0,3,0,0
483,0.124539,3.019093,4.541658,-0.099999,0.486019,-1.483331,2.749640,0.600000,0,3,0,0
484,0.124910,3.018243,4.539482,-0.099824,0.486019,-1.483542,2.749640,0.600000,0,3,0,0
485,0.125312,3.017375,4.537247,-0.099643,0.486019,-1.483760,2.749640,0.600000,0,3,0,0
486,0.125560,3.016861,4.535920,-0.099535,0.486019,-1.483890,2.749640,0.600000,0,3,0,0
487,0.125879,3.016233,4.534293,-0.099400,0.486019,-1.484051,2.749640,0.600000,0,3,0,0
488,0.126256,3.015523,4.532451,-0.099247,0.486019,-1.484234,2.749640,0.600000,0,3,0,0
489,0.126680,3.014758,4.530460,-0.099079,0.486019,-1.484434,2.749640,0.600000,0,3,0,0
490,0.127145,3.013958,4.528378,-0.098901,0.486019,-1.484645,2.749640,0.600000,0,3,0,0
491,0.127642,3.013141,4.526244,-0.098716,0.486019,-1.484864,2.749640,0.600000,0,3,0,0
492,0.127947,3.012658,4.524981,-0.098606,0.486019,-1.484994,2.749640,0.600000,0,3,0,0
493,0.128334,3.012068,4.523439,-0.098469,0.486019,-1.485155,2.749640,0.600000,0,3,0,0
494,0.128789,3.011401,4.521698,-0.098313,0.486019,-1.485338,2.749640,0.600000,0,3,0,0
495,0.129297,3.010683,4.519824,-0.098142,0.486019,-1.485538,2.749640,0.600000,0,3,0,0
496,0.129849,3.009933,4.517869,-0.097961,0.486019,-1.485748,2.749640,0.600000,0,3,0,0
497,0.130436,3.009167,4.515873,-0.097773,0.486019,-1.485967,2.749640,0.600000,0,3,0,0
498,0.130792,3.008715,4.514696,-0.097661,0.486019,-1.486097,2.749640,0.600000,0,3,0,0
499,0.131244,3.008163,4.513262,-0.097522,0.486019,-1.486257,2.749640,0.600000,0,3,0,0
500,0.131771,3.007540,4.511650,-0.097363,0.486019,-1.486441,2.749640,0.600000,0,3,0,0
501,0.132356,3.006870,4.509920,-0.097189,0.486019,-1.486640,2.749640,0.600000,0,3,0,0
502,0.132988,3.006171,4.508123,-0.097005,0.486019,-1.486851,2.749640,0.600000,0,3,0,0
503,0.133656,3.005457,4.506296,-0.096814,0.486019,-1.487069,2.749640,0.600000,0,3,0,0
504,0.134061,3.005036,4.505219,-0.096700,0.486019,-1.487199,2.749640,0.600000,0,3,0,0
505,0.134571,3.004524,4.503916,-0.096558,0.486019,-1.487359,2.749640,0.600000,0,3,0,0
506,0.135163,3.003946,4.502452,-0.096396,0.486019,-1.487543,2.749640,0.600000,0,3,0,0
507,0.135819,3.003325,4.500889,-0.096219,0.486019,-1.487742,2.749640,0.600000,0,3,0,0
508,0.136524,3.002677,4.499269,-0.096032,0.486019,-1.487953,2.749640,0.600000,0,3,0,0
509,0.137267,3.002017,4.497627,-0.095838,0.486019,-1.488171,2.749640,0.600000,0,3,0,0
510,0.137716,3.001628,4.496664,-0.095722,0.486019,-1.488300,2.749640,0.600000,0,3,0,0
511,0.138279,3.001155,4.495499,-0.095578,0.486019,-1.488461,2.749640,0.600000,0,3,0,0
512,0.138931,3.000622,4.494198,-0.095414,0.486019,-1.488644,2.749640,0.600000,0,3,0,0
513,0.139650,3.000050,4.492810,-0.095234,0.486019,-1.488843,2.749640,0.600000,0,3,0,0
514,0.140421,2.999455,4.491378,-0.095044,0.486019,-1.489053,2.749640,0.600000,0,3,0,0
515,0.141230,2.998849,4.489931,-0.094846,0.486019,-1.489271,2.749640,0.600000,0,3,0,0
516,0.141719,2.998492,4.489084,-0.094728,0.486019,-1.489401,2.749640,0.600000,0,3,0,0
517,0.142329,2.998060,4.488064,-0.094582,0.486019,-1.489561,2.749640,0.600000,0,3,0,0
518,0.143032,2.997573,4.486925,-0.094415,0.486019,-1.489744,2.749640,0.600000,0,3,0,0
519,0.143809,2.997051,4.485715,-0.094232,0.486019,-1.489943,2.749640,0.600000,0,3,0,0
520,0.144638,2.996508,4.484468,-0.094039,0.486019,-1.490154,2.749640,0.600000,0,3,0,0
521,0.145506,2.995957,4.483211,-0.093838,0.486019,-1.490371,2.749640,0.600000,0,3,0,0
522,0.146029,2.995632,4.482478,-0.093718,0.486019,-1.490501,2.749640,0.600000,0,3,0,0
523,0.146681,2.995239,4.481595,-0.093570,0.486019,-1.490661,2.749640,0.600000,0,3,0,0
524,0.147431,2.994799,4.480611,-0.093400,0.486019,-1.490843,2.749640,0.600000,0,3,0,0
525,0.148257,2.994328,4.479566,-0.093215,0.486019,-1.491042,2.749640,0.600000,0,3,0,0
526,0.149137,2.993839,4.478492,-0.093018,0.486019,-1.491253,2.749640,0.600000,0,3,0,0
527,0.150057,2.993342,4.477410,-0.092815,0.486019,-1.491470,2.749640,0.600000,0,3,0,0
528,0.150609,2.993052,4.476779,-0.092693,0.486019,-1.491600,2.749640,0.600000,0,3,0,0
529,0.151297,2.992699,4.476021,-0.092542,0.486019,-1.491759,2.749640,0.600000,0,3,0,0
530,0.152087,2.992306,4.475175,-0.092370,0.486019,-1.491942,2.749640,0.600000,0,3,0,0
531,0.152955,2.991885,4.474278,-0.092181,0.486019,-1.492141,2.749640,0.600000,0,3,0,0
