row,ppx,ppy,ppz,pdx,pdy,pdz,pzoom,pvw,ppairA,ppairB,mode,reset
171,0.422483,3.427255,5.147225,-0.122594,0.486019,-1.426814,2.749640,0.600000,0,3,0,0
172,0.421982,3.425843,5.145999,-0.122607,0.486019,-1.427013,2.749640,0.600000,0,3,0,0
173,0.421449,3.424375,5.144716,-0.122620,0.486019,-1.427219,2.749640,0.600000,0,3,0,0
174,0.421125,3.423498,5.143948,-0.122628,0.486019,-1.427341,2.749640,0.600000,0,3,0,0
175,0.420716,3.422410,5.142986,-0.122636,0.486019,-1.427493,2.749640,0.600000,0,3,0,0
176,0.420239,3.421163,5.141873,-0.122645,0.486019,-1.427666,2.749640,0.600000,0,3,0,0
177,0.419708,3.419802,5.140646,-0.122655,0.486019,-1.427855,2.749640,0.600000,0,3,0,0
178,0.419136,3.418358,5.139330,-0.122664,0.486019,-1.428054,2.749640,0.600000,0,3,0,0
179,0.418531,3.416858,5.137950,-0.122673,0.486019,-1.428261,2.749640,0.600000,0,3,0,0
180,0.418164,3.415962,5.137121,-0.122678,0.486019,-1.428383,2.749640,0.600000,0,3,0,0
181,0.417702,3.414850,5.136079,-0.122684,0.486019,-1.428536,2.749640,0.600000,0,3,0,0
182,0.417165,3.413576,5.134871,-0.122690,0.486019,-1.428709,2.749640,0.600000,0,3,0,0
183,0.416570,3.412186,5.133533,-0.122696,0.486019,-1.428898,2.749640,0.600000,0,3,0,0
184,0.415930,3.410712,5.132098,-0.122701,0.486019,-1.429098,2.749640,0.600000,0,3,0,0
185,0.415256,3.409181,5.130587,-0.122706,0.486019,-1.429305,2.749640,0.600000,0,3,0,0
186,0.414848,3.408266,5.129677,-0.122709,0.486019,-1.429429,2.749640,0.600000,0,3,0,0
187,0.414336,3.407132,5.128532,-0.122712,0.486019,-1.429581,2.749640,0.600000,0,3,0,0
188,0.413741,3.405833,5.127203,-0.122715,0.486019,-1.429755,2.749640,0.600000,0,3,0,0
189,0.413083,3.404414,5.125729,-0.122717,0.486019,-1.429945,2.749640,0.600000,0,3,0,0
190,0.412378,3.402912,5.124145,-0.122719,0.486019,-1.430145,2.749640,0.600000,0,3,0,0
