0x0040d8f0	337	0x41f260|0x41f290|0x426c00|0x46cc10|0x46d2e0|0x46d6a0|0x477b60|0x477be0|0x477e00
0x0048cf90	337	0x472650|0x4a2c48
0x004818d0	339	0x453eb0|0x476860|0x47d080|0x47d100|0x48a4e0|0x57c210
0x004041c0	343	0x417730|0x427e00
0x00498a00	349	0x4a2b60|0x4a2be9
0x004d9ba0	349	0x4d9ba0
0x0046da80	350	0x46c5f0|0x46d880|0x480d60|0x4c3d90|0x538c80
0x0046dc20	351	0x40e350
0x0047fad0	356	0x426060|0x4c0b30|0x4e4380|0x4e69a0|0x4e7e30|0x559c40|0x55b940|0x55bab0|0x55c4a0|0x55c4f0|0x55c810|0x55dec0|0x57c220|0x57c300|0x57c500|0x57c550
0x004b42c0	356	0x4c0ed0|0x4c1480|0x4c39b0|0x4c45f0|0x4c4600|0x4c4dc0
0x00441820	357	0x409790|0x4098a0|0x426cc0|0x426d00|0x4c3df0|0x4c4d20
0x0048ae00	357	0x40bb30|0x42a5d0|0x4770c0|0x4b3f90|0x4b52f0|0x4b6480|0x4c0b30|0x4c1040|0x4e69a0|0x4e6e00|0x4e7e30|0x5449f0|0x544a70|0x544ad0|0x544bf0
0x0047fe00	368	0x4c0b30|0x4e4380|0x4e69a0|0x4e7e30|0x559c40|0x55b940|0x55c4a0|0x55c4f0|0x55c540|0x55dec0|0x57c220|0x57c300|0x57c500|0x57c550
0x0047bb10	370	0x477e60|0x477f00|0x47ba20
0x004775b0	372	0x42a5d0|0x4773f0|0x4b3f90|0x4b4150|0x4c0b30|0x4e69a0|0x4e7e30|0x5493d0
0x004cf2b0	378	0x4c4670|0x4c57a0|0x4cbd30|0x4cc5e0|0x4d7ff0|0x4d8480
0x0041f590	384	0x426dc0|0x4c0ed0
0x004288a0	386	0x427e00|0x4282a0|0x428760
0x0047ff70	386	0x4c0b30|0x4e4380|0x4e69a0|0x4e7e30|0x559c40|0x55b940|0x55c4a0|0x55c4f0|0x55dec0|0x562fd0|0x57c220|0x57c300|0x57c500|0x57c550
0x00442440	391	0x40dc90|0x46d4a0|0x4c4d20|0x4c51a0
0x004cefd0	395	0x4d7ff0|0x4d8480
0x00414300	398	0x46d510|0x4c3b30
0x004809e0	398	0x426c00|0x46d4a0|0x4c0e50|0x4c3df0|0x4c45f0|0x55ac00|0x55ae70|0x55dff0|0x57c210
0x0041aac0	403	0x41a550|0x4c39b0
0x00441990	407	0x441760|0x4c1c10|0x4c3ac0|0x4c3b30
0x0048b7c0	407	0x4769f0|0x476a10|0x476d00|0x476df0|0x4a2c48|0x4c4d20|0x4c5010|0x4c51a0
0x0040aef0	409	0x46d4a0|0x4c4d20|0x4c51a0
0x004704c0	427	0x41eda0|0x46baa0|0x46d400|0x46f6c0|0x47ea60|0x4c4d20|0x4c51a0
