# CLEARED — non-leaf C2, all callees C2+, reachable. Ready to hand off.
rva	name	subsystem	size	n_callees	n_callers_c2plus	best_caller	shape_hint	blocking_callees
00411d90	Replay::CreateOrLoad	vehicle	410	12	1	0040d270	other	
004034a0	FUN_004034a0	render	412	7	1	00403640	other	
004955d0	FUN_004955d0	boot	419	4	1	00495780	other	
004b55a0	FUN_004b55a0	render	421	1	3	00443440	other	
004704c0	FUN_004704c0	vehicle	427	7	1	00424eb0	other	
00484ac0	FUN_00484ac0	world-objects	427	3	1	00484cf0	read_global_u32	
005a71f0	FUN_005a71f0	audio	428	6	1	0045d460	other	
00493710	FUN_00493710	render	430	27	1	00492270	other	
004b53b0	FUN_004b53b0	render	431	2	2	00479030	other	
004cc820	FUN_004cc820	render	433	0	3	004cc7f0	read_global_u32	
0047bcc0	FUN_0047bcc0	track	434	1	1	0047bf70	other	
0047fc40	FUN_0047fc40	physics	435	15	1	00480340	other	
005b2820	FUN_005b2820	audio	439	0	1	005b3300	other	
00419530	FUN_00419530	gameplay	440	11	1	004189c0	other	
0045e2a0	FUN_0045e2a0	render	440	1	1	00462950	other	
0040d270	Course::Finish	track	441	23	1	0040d440	other	
004633d0	FUN_004633d0	audio	442	4	1	004039f0	other	
004da270	FUN_004da270	render	442	2	2	004d9530	other	
00483d10	Replay::Load	vehicle	445	5	1	00411d90	other	
00414a70	FUN_00414a70	ai	447	9	3	00416250	other	
004c30b0	FUN_004c30b0	render	447	4	1	00493710	read_global_u32	
00493900	sub_00493900	boot	448	4	1	00492370	other	
004b6940	FUN_004b6940	render	448	8	1	004b6570	other	
004368e0	FUN_004368e0	frontend	450	5	2	00439210	other	
00478220	FUN_00478220	render	450	4	1	004270f0	other	
0048fb10	FUN_0048fb10	particle	456	9	1	0040ce00	other	
004dcdc0	FUN_004dcdc0	render	456	1	2	004c8c70	other	
0048a850	FUN_0048a850	particle	457	3	2	0048aa20	other	
0041faf0	VehicleShadowRender	render	458	9	1	00420050	other	
00420870	FUN_00420870	gameplay	458	13	1	0040da50	other	
005bc470	FUN_005bc470	audio	458	3	1	005bb000	other	
0049ffe0	FUN_0049ffe0	particle	461	0	1	004a0380	other	
004d4a20	FUN_004d4a20	render	462	2	2	004d4380	other	
004c6580	FUN_004c6580	render	464	9	1	004c6ba0	const_return	
004cecb0	FUN_004cecb0	render	468	2	2	004c6750	arg_getter	
00420050	PerPlayerViewportRender	render	474	13	1	00410b30	other	
004d4bf0	FUN_004d4bf0	render	474	1	2	004d4380	other	
004d9d00	FUN_004d9d00	render	476	2	3	004d9530	arg_getter	
004715a0	FUN_004715a0	ai	477	1	1	00426e10	other	
004cb8a0	FUN_004cb8a0	render	480	0	4	004db3e0	other	
00401000	FUN_00401000	hud	482	18	1	0040bbb0	other	
004783f0	FUN_004783f0	ai	491	5	1	00478660	other	
00491590	FUN_00491590	render	491	3	1	00491780	other	
0052daf0	image_library_format_handler_registry	util	492	3	1	004b3de0	other	
00480b70	FUN_00480b70	vehicle	493	7	1	00470c70	other	
00489a40	FUN_00489a40	particle	494	5	1	00406160	other	
004093b0	FUN_004093b0	gameplay	496	4	1	0046c7d0	other	
00411ae0	Ghost::PlaybackTick	vehicle	497	4	2	004103a0	read_global_u32	
00407800	FUN_00407800	gameplay	498	20	1	0040d270	other	
004c9ad0	FUN_004c9ad0	render	499	7	1	004c9cd0	other	
0041f8f0	FUN_0041f8f0	render	500	14	1	00420050	other	
004850e0	FUN_004850e0	smplfzx	501	10	1	00479330	other	
00406ae0	FUN_00406ae0	gameplay	508	7	1	00406ce0	other	
004d4f90	FUN_004d4f90	render	508	4	6	00496d60	other	
004cf7d0	FUN_004cf7d0	render	514	10	1	004b3d20	other	
0045a190	FUN_0045a190	gameplay	515	9	1	0045bba0	other	
004d7de0	FUN_004d7de0	render	515	3	7	004c1710	read_global_u32	
00406160	FUN_00406160	gameplay	522	11	1	00406ce0	other	
0047f4c0	FUN_0047f4c0	physics	523	7	1	0047f840	other	
004c5470	FUN_004c5470	render	525	3	1	00406ce0	other	
00403fa0	FUN_00403fa0	render	529	1	1	00404320	other	
004197e0	FUN_004197e0	gameplay	530	5	1	0041a180	other	
00442a60	Spectator::ComputeDistances	util	531	7	1	00446520	other	
00496100	FUN_00496100	input	531	3	2	004967e0	other	
00477be0	FUN_00477be0	render	535	1	1	0040d8f0	other	
005b30e0	FUN_005b30e0	audio	540	3	1	005b2b00	other	
005ad0b0	FUN_005ad0b0	audio	545	3	2	005a6b70	other	
00483a70	FUN_00483a70	render	546	3	1	00411ce0	other	
004d3e90	FUN_004d3e90	render	546	0	2	004d41e0	other	
00471ac0	FUN_00471ac0	camera	547	6	1	00471ec0	other	
004270f0	CourseRenderFrame	render	548	16	1	00410b30	read_global_u32	
00479100	FUN_00479100	render	551	2	1	00426dc0	arg_getter	
00481e00	FUN_00481e00	vehicle	553	2	1	004826d0	other	
004739f0	TextSpriteScaled	frontend	557	2	11	0042fb70	other	
005b0740	FUN_005b0740	audio	558	7	2	005b04b0	other	
00480100	FUN_00480100	physics	562	12	2	00426c10	other	
00415e20	FUN_00415e20	ai	567	4	3	00416250	other	
005aa560	FUN_005aa560	audio	568	8	11	005a6280	other	
00429e10	FUN_00429e10	render	571	10	1	00410b30	other	
004414b0	FUN_004414b0	camera	581	3	1	0040d470	other	
005b04b0	FUN_005b04b0	audio	584	7	1	005afcf0	other	
00420e00	FUN_00420e00	gameplay	594	8	1	004215a0	other	
0045a950	FUN_0045a950	gameplay	594	6	1	0045ae80	other	
004427c0	Spectator::SelectCamera	util	598	4	1	00446520	other	
00401fe0	FUN_00401fe0	render	600	7	1	00402240	other	
004314b0	FUN_004314b0	frontend	602	9	1	0043bf30	read_global_u32	
0041bc50	FUN_0041bc50	hud	603	0	1	0041c0c0	other	
005a6340	FUN_005a6340	audio	604	2	1	005a62b0	other	
00412620	FUN_00412620	render	606	9	1	0040ce00	other	
004d8810	RwNativeRasterRead	render	609	5	1	004cf5a0	other	
005acaa0	FUN_005acaa0	audio	610	3	2	005ac210	other	
00491f00	FUN_00491f00	render	611	5	1	00448ef0	other	
005bc190	FUN_005bc190	audio	611	1	1	005baa60	other	
004036a0	FUN_004036a0	render	612	1	1	00403910	other	
004969a0	FUN_004969a0	render	612	1	1	00496c10	other	
0041a5d0	FUN_0041a5d0	gameplay	617	3	1	0041ad00	other	
005ab710	FUN_005ab710	audio	617	4	2	005ab560	other	
00413cb0	FUN_00413cb0	hud	622	14	1	0040ce00	other	
00431240	FUN_00431240	frontend	622	11	1	0043bf30	read_global_u32	
00411870	Replay::LapFinish	vehicle	623	7	2	0040e560	other	
004b5750	FUN_004b5750	render	623	1	1	0042bcb0	other	
004da000	FUN_004da000	render	624	1	1	004d9530	other	
00442e00	FUN_00442e00	util	627	4	1	00448220	other	
004847d0	FUN_004847d0	world-objects	628	3	1	00484cf0	other	
00493fd0	sub_00493fd0	frontend	631	1	1	00495350	other	
005555b0	FUN_005555b0	render	633	1	4	004278d0	other	
0047d3c0	VehiclePhysicsWorldCreate	vehicle	638	18	1	0047eb30	other	
005aba20	FUN_005aba20	audio	642	11	3	005ac210	other	
00471ec0	sub_00471ec0	camera	643	9	1	00426ab0	other	
00429310	TimeTrial::Tick	util	644	13	1	0040fc00	other	
00459000	FUN_00459000	gameplay	655	11	1	0045bba0	other	
004b5af0	FUN_004b5af0	render	661	3	1	00483a70	other	
005b3760	FUN_005b3760	audio	668	3	3	005b3760	other	
00426810	sub_00426810	render	672	6	1	00426ab0	other	
004212b0	FUN_004212b0	render	685	14	1	0040ce00	other	
0042c510	FUN_0042c510	vehicle	687	14	1	0042c960	other	
00476df0	FUN_00476df0	render	687	2	19	00413cb0	other	
00496530	FUN_00496530	input	687	3	1	004967e0	other	
005a6f30	FUN_005a6f30	audio	690	6	1	005a60b0	read_global_u32	
00473c20	FUN_00473c20	gameplay	697	6	1	0042e5b0	read_global_u32	
004b61c0	FUN_004b61c0	render	701	3	1	004844a0	other	
0045d7a0	FUN_0045d7a0	util	702	5	1	00466b50	other	
0041d410	FUN_0041d410	hud	703	0	1	0041d870	other	
00480720	VehicleRespawnPlace	vehicle	703	11	6	004039f0	other	
004709a0	VehicleCollisionBroadPhase	vehicle	705	9	1	00470c70	other	
00408b00	FUN_00408b00	util	707	7	2	00424eb0	other	
0041e1e0	FUN_0041e1e0	gameplay	719	9	1	0041e6c0	other	
00414c30	FUN_00414c30	ai	720	8	3	00416250	other	
00426e10	FUN_00426e10	render	723	36	1	0040d020	other	
005b3b80	FUN_005b3b80	audio	726	7	2	005abd30	other	
005b2b00	FUN_005b2b00	audio	736	2	1	005b7980	other	
0045bba0	FUN_0045bba0	util	738	11	1	0040fc00	other	
004022a0	FUN_004022a0	render	744	7	1	00402590	other	
005afa00	FUN_005afa00	audio	751	11	1	005af8f0	other	
00467350	VehicleSlipTimerTick	vehicle	767	2	1	00470c70	other	
004c32b0	FUN_004c32b0	render	768	10	1	00493710	other	
005a7b60	FUN_005a7b60	audio	770	16	2	0045d460	other	
00499d90	FUN_00499d90	render	779	4	2	0048ad50	other	
0043af10	FUN_0043af10	frontend	782	9	1	0043bf30	other	
00499890	FUN_00499890	boot	784	2	1	00499ba0	other	
004d9050	FUN_004d9050	render	784	2	3	004c6580	other	
0042e8b0	FUN_0042e8b0	frontend	801	4	1	004368e0	other	
004770c0	FUN_004770c0	vehicle	801	12	17	00413b80	other	
005ac210	FUN_005ac210	audio	804	14	1	005abfa0	other	
00485ef0	FUN_00485ef0	particle	808	10	1	0040ce00	other	
00475f90	FUN_00475f90	render	814	9	1	00476440	other	
00424b80	FUN_00424b80	frontend	815	4	1	00410860	other	
004b5d90	FUN_004b5d90	render	816	4	1	004b60c0	other	
00401690	FUN_00401690	render	820	2	1	004025f0	other	
00414570	FUN_00414570	ai	821	12	3	00416250	other	
0045d460	FUN_0045d460	audio	822	13	1	004669b0	other	
00478cf0	CourseAssetDestroy	track	827	14	1	00426b40	other	
00471780	FUN_00471780	gameplay	831	14	1	00471ec0	other	
005b2220	FUN_005b2220	audio	842	1	1	005b2080	other	
004332a0	FUN_004332a0	frontend	848	5	1	0043c000	read_global_u32	
00469aa0	VehicleContactScanUpdate	vehicle	848	4	1	004709a0	other	
0040d590	FUN_0040d590	frontend	850	3	1	0040eee0	other	
0046c7d0	FUN_0046c7d0	vehicle	852	7	1	00424eb0	other	
00481a30	FUN_00481a30	vehicle	861	15	1	0040ce00	other	
00490020	FUN_00490020	render	864	6	3	00420e00	other	
004944c0	FUN_004944c0	util	864	7	1	00494a80	other	
0040c690	FUN_0040c690	gameplay	874	6	1	0040ca00	other	
005bb000	FUN_005bb000	audio	883	9	3	005ba1d0	arg_getter	
00488e70	FUN_00488e70	util	888	7	1	0040fc00	other	
00422570	FUN_00422570	render	890	7	1	0041f8f0	const_return	

# NEAR-1 — one below-C2 callee blocks this caller (promote it to cascade).
rva	name	subsystem	size	n_callees	n_callers_c2plus	best_caller	shape_hint	blocking_callees

# NEAR-2 — two below-C2 callees block this caller.
rva	name	subsystem	size	n_callees	n_callers_c2plus	best_caller	shape_hint	blocking_callees

# CASCADE KEYS — C0/C1 callees ranked by callers unlocked (full=sole blocker on a NEAR-1; part=one of two on a NEAR-2).
callee	conf	name	subsystem	full_unlock	part_unlock	promotability
