# CLEARED — non-leaf C2, all callees C2+, reachable. Ready to hand off.
rva	name	subsystem	size	n_callees	n_callers_c2plus	best_caller	shape_hint	blocking_callees
004c76f0	FUN_004c76f0	render	54	0	1	004c6ba0	other	
004c7860	FUN_004c7860	render	54	0	3	004c6ba0	other	
00556ce0	FontSys_ShutdownBuffers	hud	54	1	1	00552b90	read_global_u32	
004210b0	FUN_004210b0	gameplay	55	4	1	0040bbb0	other	
00458880	FUN_00458880	gameplay	55	3	1	0045b930	other	
00489890	FUN_00489890	gameplay	55	2	4	00453100	other	
00494a80	sub_00494a80	frontend	55	2	2	00494f00	other	
00496370	FUN_00496370	input	55	1	1	004963d0	read_global_u32	
004b4010	FUN_004b4010	render	55	1	1	00479330	other	
004b9850	FUN_004b9850	input	55	1	1	004b7480	other	
004d1d70	FUN_004d1d70	render	55	0	1	004c9ad0	other	
004dba60	FUN_004dba60	render	55	1	1	004d07b0	other	
005ad6f0	FUN_005ad6f0	audio	55	2	1	005ad770	arg_getter	
005ad730	FUN_005ad730	audio	55	2	1	005ad8d0	other	
005ae470	FUN_005ae470	audio	55	1	1	005ae300	other	
004778e0	FUN_004778e0	render	56	1	2	00477920	other	
0047f480	FUN_0047f480	gameplay	56	3	1	00426b40	read_global_u32	
00482820	FUN_00482820	vehicle	56	4	1	0047f450	other	
00489250	FUN_00489250	boot	56	2	1	00402a40	read_global_u32	
004b7140	FUN_004b7140	input	56	1	19	004bfeb0	other	
004cb070	FUN_004cb070	render	56	0	1	004db770	read_global_u32	
00554010	FUN_00554010	hud	56	3	2	00554010	other	
005ab1c0	FUN_005ab1c0	audio	56	1	2	005b2190	arg_getter	
005aef30	FUN_005aef30	audio	56	1	3	005a8060	other	
005af260	FUN_005af260	audio	56	3	3	005af170	other	
0040cf40	FUN_0040cf40	gameplay	57	1	1	0040cf80	read_global_u32	
0042d560	FUN_0042d560	render	57	4	1	004921d0	other	
00475ef0	FUN_00475ef0	render	57	1	2	00476390	other	
004b4cd0	Bezier::QueryWrapper	util	57	1	10	00405920	other	
004b4e70	FUN_004b4e70	render	57	1	1	0041f2c0	other	
004e66d0	RpClumpForAllAtomics	render	57	0	12	0040cda0	arg_getter	
00429620	FUN_00429620	hud	58	2	2	00429660	other	
00475f50	FUN_00475f50	render	58	1	1	00475f90	other	
00493600	FUN_00493600	render	58	1	1	00493710	other	
004c06c0	FUN_004c06c0	input	58	2	1	004c0510	other	
005a6030	FUN_005a6030	audio	58	2	1	00466a50	other	
005a9ff0	FUN_005a9ff0	audio	58	1	3	005afa00	other	
005aca40	FUN_005aca40	audio	58	1	1	005ac7e0	other	
005ad2e0	FUN_005ad2e0	audio	58	1	4	005a6cb0	arg_getter	
005b8040	FUN_005b8040	audio	58	1	1	005b1260	other	
004777d0	FUN_004777d0	util	59	1	2	0040ce00	other	
0047a0f0	FUN_0047a0f0	track	59	2	1	00426e10	other	
00485420	FUN_00485420	vehicle	59	2	1	004694e0	other	
004b4b20	FUN_004b4b20	render	59	1	1	0045b390	other	
004c7a20	FUN_004c7a20	render	59	0	1	004d07b0	arg_getter	
004b41b0	FUN_004b41b0	render	60	1	1	00484580	other	
004b41f0	FUN_004b41f0	render	60	1	1	00479330	other	
004b4230	FUN_004b4230	render	60	1	1	004b4270	other	
004b4280	FUN_004b4280	render	60	1	1	00479330	other	
005aa7a0	FUN_005aa7a0	audio	60	2	1	005aa560	other	
005bf690	FUN_005bf690	audio	60	2	7	005be160	other	
00412010	FUN_00412010	gameplay	61	1	1	0045b930	other	
004624c0	FUN_004624c0	audio	61	3	1	004627f0	other	
004b7570	FUN_004b7570	input	61	1	19	004b7110	arg_getter	
004d7c60	FUN_004d7c60	render	61	1	1	004c32b0	read_global_u32	
005a7520	FUN_005a7520	audio	61	3	2	005a6670	other	
005bf6d0	FUN_005bf6d0	audio	61	1	7	005be1b0	other	
004417e0	FUN_004417e0	util	62	1	12	0045d7a0	other	
004c2c90	FUN_004c2c90	render	62	0	13	004c2de0	other	
004c7650	FUN_004c7650	render	62	1	14	00403660	other	
005a6110	FUN_005a6110	audio	62	1	1	004627f0	other	
005a6150	FUN_005a6150	audio	62	1	1	00466a50	other	
005a66d0	FUN_005a66d0	audio	62	1	34	0045da60	other	
005abcf0	FUN_005abcf0	audio	62	4	4	005a79a0	other	
005af740	FUN_005af740	audio	63	2	2	005af510	other	
005b92e0	FUN_005b92e0	audio	63	1	2	005b9460	other	
00413a00	FUN_00413a00	render	64	1	1	00410b30	read_global_u32	
00413f50	FUN_00413f50	hud	64	1	1	0040bde0	read_global_u32	
00421c10	FUN_00421c10	render	64	1	1	00421c50	other	
00454ff0	FUN_00454ff0	render	64	3	2	00455030	other	
004b7960	FUN_004b7960	input	64	1	1	004b7a70	other	
004c59c0	FUN_004c59c0	render	64	0	2	004b4280	other	
005bbb70	FUN_005bbb70	audio	64	1	2	00466a50	other	
005be5f0	FUN_005be5f0	audio	64	1	1	005bd6f0	other	
00411530	Replay::GetTimeAtIdx	vehicle	65	1	2	00411580	arg_getter	
004215e0	FUN_004215e0	render	65	1	1	00421630	arg_getter	
00432800	FUN_00432800	frontend	65	0	1	0043d2a0	other	
0045cd30	FUN_0045cd30	audio	65	0	1	0045d1e0	other	
0047a130	FUN_0047a130	render	65	1	1	004264d0	other	
004e6680	RpClumpRender	render	65	1	12	004013f0	arg_getter	
005b1030	FUN_005b1030	audio	65	2	1	005afcf0	other	
004b4d10	FUN_004b4d10	render	66	1	1	00406160	other	
004b68f0	FUN_004b68f0	render	66	1	1	004b65b0	read_global_u32	
005aacf0	FUN_005aacf0	audio	66	1	1	005aaa00	other	
0041de80	FUN_0041de80	hud	67	0	1	0041ded0	other	
00427880	FUN_00427880	frontend	67	4	1	00427ca0	other	
00475ea0	FUN_00475ea0	render	67	1	1	0040bd00	other	
0049f030	FUN_0049f030	particle	67	0	3	0049ca60	field_get_thiscall	
004c9f60	FUN_004c9f60	render	67	0	1	00493710	other	
004da430	FUN_004da430	render	67	1	2	004d9530	other	
00556e40	FUN_00556e40	hud	67	1	1	00427620	other	
005a7aa0	FUN_005a7aa0	audio	67	1	2	0045d460	arg_getter	
005ad6a0	FUN_005ad6a0	audio	67	1	4	005a71f0	other	
0040cfd0	FUN_0040cfd0	boot	68	10	2	00402a40	other	
004593b0	FUN_004593b0	gameplay	68	4	1	0045b930	other	
0045dff0	FUN_0045dff0	gameplay	68	1	1	0045d0e0	other	
00467020	FUN_00467020	boot	68	3	3	00402a40	other	
004759b0	FUN_004759b0	render	68	1	1	0040bbb0	other	
004b4b60	FUN_004b4b60	render	68	1	3	0045bba0	other	
005aeb30	FUN_005aeb30	audio	68	3	1	005a62b0	other	
00498810	FUN_00498810	util	69	5	1	00498860	other	
004161e0	FUN_004161e0	ai	70	2	3	00416250	other	
00428400	FUN_00428400	boot	70	2	1	00402a40	other	
00477f00	FUN_00477f00	render	70	1	1	0047bb10	other	
00480d60	FUN_00480d60	vehicle	70	2	2	00422ba0	other	
00492290	sub_00492290	boot	70	8	1	00492370	other	
004b4e20	FUN_004b4e20	render	70	1	1	004b4e70	other	
005581f0	FUN_005581f0	boot	70	3	1	00402a40	arg_getter	
00558470	sub_00558470	render	70	0	1	004938c0	read_global_u32	
004b4ad0	FUN_004b4ad0	render	71	1	1	00422570	other	
004b5030	FUN_004b5030	render	71	1	1	00478660	other	
005aefc0	FUN_005aefc0	audio	71	1	1	005a8390	other	
005bbb20	FUN_005bbb20	audio	71	2	1	004627f0	other	
005be0f0	FUN_005be0f0	audio	71	1	1	005bc470	other	
0041ad60	FUN_0041ad60	render	72	3	1	0041b450	other	
004891f0	FUN_004891f0	render	72	0	1	00410b30	read_global_u32	
004b4a80	FUN_004b4a80	render	72	1	3	004b4ad0	other	
004b4c80	FUN_004b4c80	render	72	1	2	004b4cd0	other	
0040e4b0	Race::GetSoleFinishedPlayer	util	73	1	3	00414220	other	
00418de0	FUN_00418de0	vehicle	73	2	2	00418e30	other	
004262f0	FUN_004262f0	render	73	4	1	00426e10	other	
00556d20	FontSys_InitBuffers	hud	73	1	1	00552b60	read_global_u32	
0040ad40	FUN_0040ad40	gameplay	74	2	1	0040b090	other	
0040be50	FUN_0040be50	gameplay	74	0	1	0040c5b0	other	
004661a0	FUN_004661a0	audio	74	3	3	00406160	other	
00472380	FUN_00472380	render	74	2	1	00493640	other	
004728a0	FUN_004728a0	util	74	1	1	0045d7a0	other	
00550be0	FUN_00550be0	util	74	0	2	0045d3f0	other	
005bc640	FUN_005bc640	audio	74	2	2	005bb000	other	
0040cf80	FUN_0040cf80	boot	75	6	2	00402a40	other	
00454fa0	FUN_00454fa0	render	75	3	1	00455030	other	
0049cc80	FUN_0049cc80	particle	75	1	1	0049e4b0	other	
005ae330	FUN_005ae330	audio	75	2	4	005a9d00	other	
0041ebb0	FUN_0041ebb0	render	76	2	1	00410b30	read_global_u32	
0042a8d0	FUN_0042a8d0	render	76	0	5	0040cea0	read_global_u32	
00496d60	FUN_00496d60	util	76	6	1	00496e40	other	
00496db0	FUN_00496db0	util	76	6	1	00496e40	other	
004c0510	FUN_004c0510	input	76	5	1	0047b860	other	
004cba80	FUN_004cba80	render	76	0	4	004db3e0	other	
0055c4f0	PhysicsBodySetFriction	vehicle	76	1	9	004218d0	other	
005a89d0	FUN_005a89d0	audio	76	1	1	0045da90	read_global_u32	
004657b0	FUN_004657b0	util	77	1	1	0045d3a0	other	
0048a490	FUN_0048a490	particle	77	3	2	0048a5d0	other	
00496490	sub_00496490	boot	77	2	1	00499820	other	
005b0970	FUN_005b0970	audio	77	1	1	005afcf0	other	
005b3620	FUN_005b3620	audio	77	1	2	005adbe0	arg_getter	
0041af00	FUN_0041af00	render	78	1	1	0041af50	other	
004cd170	FUN_004cd170	render	78	0	4	00478220	read_global_u32	
005a7560	FUN_005a7560	audio	78	2	1	005a7520	other	
00404650	FUN_00404650	render	79	3	1	00410b30	other	
00475e50	FUN_00475e50	render	79	1	2	0040bde0	read_global_u32	
00486220	FUN_00486220	particle	79	1	1	0040bde0	read_global_u32	
004c2f60	FUN_004c2f60	render	79	2	1	004938c0	read_global_u32	
004d3090	rwD3D8RasterDestroy	render	79	2	1	004d3b00	read_global_u32	
005bdef0	FUN_005bdef0	audio	79	0	3	005bd6f0	other	
005bf610	FUN_005bf610	audio	79	3	7	005be0f0	other	
004220d0	FUN_004220d0	render	80	2	1	0040d110	other	
004780c0	FUN_004780c0	render	80	1	1	0047c230	other	
004781b0	FUN_004781b0	vehicle	80	5	4	00407800	other	
0047f1e0	FUN_0047f1e0	gameplay	80	1	1	0046cb30	other	
004cc790	FUN_004cc790	render	80	3	5	00478110	other	
004d8300	FUN_004d8300	render	80	1	2	004d80d0	other	
005ad980	FUN_005ad980	audio	80	1	1	005adc10	other	
005ada40	FUN_005ada40	audio	80	6	2	005ada40	other	
004570a0	FUN_004570a0	gameplay	81	1	1	00457100	other	
0045a130	FUN_0045a130	gameplay	81	2	1	0045b990	read_global_u32	
00475d30	FUN_00475d30	render	81	1	2	0040bde0	read_global_u32	
004950b0	FUN_004950b0	util	81	2	7	0040d270	other	
00455fe0	FUN_00455fe0	render	82	4	1	00456c70	other	
0045bed0	PowerupRoundCleanup	powerups	82	2	2	00403250	other	
00497310	FUN_00497310	input	82	0	1	00496530	other	
004cc580	FUN_004cc580	render	82	1	8	004096a0	other	
005aa060	FUN_005aa060	audio	82	1	4	004627f0	other	
00420230	FUN_00420230	track	83	1	1	0040d110	other	
00421100	FUN_00421100	render	83	1	1	00421160	other	
00441700	Camera::SetupFOV	util	83	1	4	00441760	other	
00482030	FUN_00482030	vehicle	83	0	1	00482140	other	
004826d0	PhysicsCollisionBodyCreate	vehicle	83	3	1	0047d3c0	other	
00498b60	FUN_00498b60	render	83	1	2	004951f0	read_global_u32	
004c57a0	FontCtxMatrix_AllocInit	hud	83	0	6	00459290	read_global_u32	
004d8000	FUN_004d8000	frontend	83	0	10	004c0b70	other	
00557250	FontSys_InitDataPools	hud	83	1	1	00552b60	read_global_u32	
0041e0d0	FUN_0041e0d0	boot	84	4	1	00402a40	other	
004547c0	FUN_004547c0	gameplay	84	4	2	00454820	other	
004952f0	ClosePizFile	util	84	5	10	00407800	const_return	
004d4250	FUN_004d4250	render	84	2	3	004e2420	arg_getter	
004dab70	FUN_004dab70	render	84	1	2	004daaf0	other	
0045d080	FUN_0045d080	gameplay	85	2	1	0045d250	other	
0048fe70	FUN_0048fe70	render	85	1	1	00490500	other	
00425e40	FUN_00425e40	render	86	2	1	00410b30	other	
0045a530	FUN_0045a530	gameplay	86	1	1	0045ae80	other	
0045b930	FUN_0045b930	boot	86	6	1	00402a40	other	
004852e0	FUN_004852e0	smplfzx	86	3	1	004853f0	other	
004cc230	FUN_004cc230	frontend	86	0	24	004096a0	read_global_u32	
004cdd00	FUN_004cdd00	render	86	1	10	00498810	other	
005a6710	FUN_005a6710	audio	86	1	4	0045d460	arg_getter	
00401630	FUN_00401630	track	87	3	1	004025f0	other	
00411350	Replay::TimeFormat	vehicle	87	1	4	00411530	arg_getter	
0041a180	FUN_0041a180	gameplay	87	6	1	004189a0	other	
004218d0	FUN_004218d0	render	87	7	1	00421a90	other	
0042c220	FUN_0042c220	util	87	2	2	004324a0	other	
0048ab70	FUN_0048ab70	particle	87	0	1	0040ce00	other	
0048aff0	FUN_0048aff0	particle	87	0	1	0048b230	read_global_f32	
004b5260	FUN_004b5260	render	87	2	4	0041a400	other	
004b6710	FUN_004b6710	render	87	1	1	004b6940	other	
004b7aa0	FUN_004b7aa0	input	87	2	1	004b7a70	other	
004cdca0	FUN_004cdca0	render	87	1	9	00498810	read_global_u32	
005a5f00	FUN_005a5f00	audio	87	2	1	004627f0	other	
0041f710	FUN_0041f710	gameplay	88	1	1	00420870	other	
004391b0	FUN_004391b0	frontend	88	2	1	00439210	other	
004972b0	FUN_004972b0	input	88	4	1	004967e0	other	
0049f0a0	FUN_0049f0a0	particle	88	1	1	004a0550	other	
004b4880	FUN_004b4880	boot	88	4	2	00402a40	other	
004d3d50	rwD3D8RasterClose	render	88	2	1	004d8550	read_global_u32	
004d83d0	RwFrameSyncDirtyChildren	render	88	2	2	004d8350	other	
004db550	FUN_004db550	render	88	1	2	004c8c70	read_global_u32	
00402240	FUN_00402240	render	89	9	1	004025f0	other	
00402590	FUN_00402590	render	89	9	1	004025f0	other	
0041fe10	FUN_0041fe10	gameplay	89	3	1	00420420	other	
0048fd70	FUN_0048fd70	render	89	1	2	0040bde0	read_global_u32	
00491530	FUN_00491530	render	89	0	1	00426b40	read_global_u32	
004c7760	FUN_004c7760	render	89	0	2	0042d4a0	other	
005bbed0	FUN_005bbed0	audio	89	0	2	005bbdb0	other	
00458020	FUN_00458020	gameplay	90	4	1	00458360	other	
004987b0	FUN_004987b0	input	90	2	25	00402b70	other	
004c5a00	FUN_004c5a00	render	90	1	2	00483ed0	read_global_u32	
004cb130	FUN_004cb130	render	90	0	2	00499d90	other	
004d42b0	FUN_004d42b0	render	90	2	1	004e2bf0	arg_getter	
00417750	FUN_00417750	gameplay	91	3	1	0040ddb0	other	
0041c320	FUN_0041c320	render	91	3	1	0041cb10	other	
004595c0	FUN_004595c0	gameplay	91	2	2	00455060	other	
00475a00	FUN_00475a00	render	91	2	1	0040bbb0	arg_getter	
004820e0	FUN_004820e0	vehicle	91	1	1	00482140	other	
004ba1b0	FUN_004ba1b0	input	91	4	25	004b7330	other	
00489c60	FUN_00489c60	particle	92	1	1	004074a0	other	
0041ad00	FUN_0041ad00	vehicle	93	5	1	00411ae0	other	
004762c0	FUN_004762c0	util	93	2	1	00476320	other	
0048a5d0	FUN_0048a5d0	particle	93	2	1	0040bd80	other	
00493c00	FUN_00493c00	util	93	1	1	004944c0	arg_getter	
00494ac0	FUN_00494ac0	util	93	1	1	00494c80	arg_getter	
004b4150	FUN_004b4150	render	93	3	1	004775b0	other	
004d38f0	rwD3D8CreateTextureWithFormat	render	93	0	1	004d3b00	other	
004d39b0	rwD3D8CreateCubeTexture	render	93	0	1	004d3b00	other	
005ae3a0	FUN_005ae3a0	audio	93	2	1	005bc920	other	
00422470	FUN_00422470	frontend	94	4	1	0041f770	other	
00426b40	FUN_00426b40	frontend	94	10	1	0040cfd0	arg_getter	
00427620	FontText_HudShutdown	hud	94	5	1	00402a40	read_global_u32	
0044c490	FUN_0044c490	render	94	1	1	0044c5f0	other	
00477810	FUN_00477810	render	94	1	2	0040bde0	read_global_u32	
0048fdd0	FUN_0048fdd0	particle	94	1	1	0040bd00	other	
00495e80	FUN_00495e80	input	94	1	1	00496010	read_global_u32	
0049f300	FUN_0049f300	particle	94	3	1	0049fac0	other	
0049fac0	FUN_0049fac0	particle	94	1	1	0049ead0	other	
005bf470	FUN_005bf470	audio	94	0	1	005bf4d0	arg_getter	
0040e500	FUN_0040e500	gameplay	95	2	1	0045d250	other	
00421630	FUN_00421630	render	95	4	2	00405ab0	other	
00448dc0	FUN_00448dc0	render	95	5	1	00448ef0	other	
0045daf0	FUN_0045daf0	audio	95	2	7	00463c80	other	
00483fa0	FUN_00483fa0	vehicle	95	5	1	00484060	other	
00419090	FUN_00419090	gameplay	96	4	1	0041a060	other	
00486270	FUN_00486270	particle	96	1	1	0040bd80	other	
005bbd50	FUN_005bbd50	audio	96	0	2	005ba1d0	other	
005bbf60	FUN_005bbf60	audio	96	1	1	005b9460	arg_getter	
00402750	sub_00402750	boot	97	2	1	00492370	other	
00419ff0	FUN_00419ff0	gameplay	97	6	1	0041a060	other	
004216b0	FUN_004216b0	render	97	2	1	00421720	other	
00454170	FUN_00454170	gameplay	97	4	4	00454350	other	
0049c990	FUN_0049c990	particle	97	0	1	0049de90	other	
005aab00	FUN_005aab00	audio	97	0	4	005a60b0	other	
005aab70	FUN_005aab70	audio	97	0	3	005a60e0	other	
005ad910	FUN_005ad910	audio	97	1	1	005adc10	other	
005af690	FUN_005af690	audio	97	2	1	005af510	other	
00431d00	FUN_00431d00	frontend	98	1	1	0043dfd0	other	
0045bf30	PowerupTeardownAll	powerups	98	2	3	00403250	other	
004b51d0	FUN_004b51d0	render	98	2	6	0041a1e0	other	
005a9be0	FUN_005a9be0	audio	98	3	2	005a9ab0	other	
005ad9d0	FUN_005ad9d0	audio	98	1	1	005adc10	other	
005c8910	FUN_005c8910	audio	98	2	1	005c90a0	arg_getter	
00407b00	FUN_00407b00	gameplay	99	1	1	00408610	other	
00421ba0	FUN_00421ba0	render	99	3	1	004220d0	other	
00449b30	FUN_00449b30	particle	99	6	1	00449ba0	other	
00477870	FUN_00477870	render	99	3	1	0040bd00	other	
00495280	OpenPizFile	util	99	5	9	00409710	other	
004b9650	FUN_004b9650	input	99	2	1	004b9730	other	
004d87a0	RwStringStreamWrite	render	99	2	1	004cf4a0	other	
0042a5d0	FUN_0042a5d0	render	100	3	20	004039c0	read_global_u32	
0042a640	FUN_0042a640	frontend	100	3	1	00479330	read_global_u32	
0042a7f0	FUN_0042a7f0	render	100	3	1	00479330	read_global_u32	
0042a860	FUN_0042a860	render	100	3	1	00479330	read_global_u32	
00466b50	FUN_00466b50	util	100	6	2	00429290	read_global_u32	
00484580	FUN_00484580	debug-overlay	100	3	1	00478cd0	read_global_u32	
0048b440	FUN_0048b440	particle	100	0	1	0048b960	other	
0048e7b0	FUN_0048e7b0	particle	100	1	1	0040bde0	read_global_u32	
005bcd10	FUN_005bcd10	audio	100	0	2	005bcd80	other	
0045dce0	FUN_0045dce0	audio	101	2	1	00406160	other	
004da480	FUN_004da480	render	101	2	2	004d9530	other	
005509b0	FUN_005509b0	audio	101	0	3	004b5390	arg_getter	
0041a840	FUN_0041a840	gameplay	102	0	1	0041a960	other	
0041adb0	FUN_0041adb0	render	102	1	1	0041b4d0	other	
0049c620	FUN_0049c620	particle	102	0	1	0049e5c0	other	
004c1c10	Camera::SetProjection	util	102	4	9	0040de30	other	
004c3040	sub_004c3040	render	102	1	2	00493710	read_global_u32	
004d4170	FUN_004d4170	render	102	2	6	00496d60	read_global_u32	
005b36f0	FUN_005b36f0	audio	102	1	2	005b3a00	other	
005bc890	FUN_005bc890	audio	102	0	4	005c0320	other	
0041dc30	FUN_0041dc30	frontend	103	1	1	0041dca0	other	
00476320	FUN_00476320	render	103	2	2	00405ab0	other	
0049ec10	FUN_0049ec10	util	103	2	2	00493c00	other	
00425a40	FUN_00425a40	util	104	6	1	0040fc00	other	
0046bf50	FUN_0046bf50	gameplay	104	1	7	00405ab0	other	
0048e820	FUN_0048e820	particle	104	1	1	0040bbb0	other	
0049cbd0	FUN_0049cbd0	particle	104	0	1	0049de90	other	
0042a6b0	FUN_0042a6b0	vehicle	105	3	8	0040bbb0	read_global_u32	
0044ecc0	FUN_0044ecc0	gameplay	105	3	1	0044f830	other	
0045cbe0	FUN_0045cbe0	gameplay	105	2	4	0045cc50	other	
0047d080	FUN_0047d080	physics	105	4	9	00406ce0	arg_getter	
00426d20	FUN_00426d20	frontend	106	3	1	004270f0	other	
0044bbc0	FUN_0044bbc0	render	106	2	1	0044bfa0	other	
0045d1e0	FUN_0045d1e0	util	106	5	1	0045d3a0	other	
00477490	FUN_00477490	render	106	3	1	004777d0	read_global_f32	
00550390	sub_00550390	render	106	1	2	00493710	other	
005ab090	FUN_005ab090	audio	106	1	1	005b1260	other	
0048bb70	FUN_0048bb70	particle	107	1	1	0040bd80	other	
004d5340	FUN_004d5340	render	107	0	1	004c6750	other	
005bcca0	FUN_005bcca0	audio	107	0	1	005be5f0	other	
0041ce00	FUN_0041ce00	render	108	1	1	0041d830	other	
0045c6b0	FUN_0045c6b0	audio	108	1	1	0045d330	other	
004943f0	FUN_004943f0	audio	108	1	1	0045dbe0	other	
005a73b0	FUN_005a73b0	audio	108	3	1	00466a50	read_global_u32	
005beae0	FUN_005beae0	audio	108	3	2	005be260	other	
004196f0	FUN_004196f0	gameplay	109	6	1	004189e0	other	
0046d780	FUN_0046d780	ai	109	1	1	004103a0	other	
004d2340	rwD3D8RasterCreate	render	109	0	1	004d3b00	read_global_u32	
005a5f60	FUN_005a5f60	audio	109	0	1	005a5f00	other	
005af600	FUN_005af600	audio	109	4	1	005af510	other	
00409290	FUN_00409290	util	110	2	1	00424eb0	other	
0040bde0	FUN_0040bde0	render	110	18	1	00410b30	read_global_u32	
00457ba0	FUN_00457ba0	gameplay	110	2	3	00458020	other	
00477760	FUN_00477760	render	110	1	3	00453730	other	
004942b0	FUN_004942b0	video	110	0	1	00494480	read_global_u32	
005ae400	FUN_005ae400	audio	110	3	3	005a9f60	other	
005be8c0	FUN_005be8c0	audio	110	3	1	005beaa0	other	
0041b7a0	FUN_0041b7a0	render	111	0	1	0041c090	other	
00426460	FUN_00426460	frontend	111	3	1	004264d0	other	
0047c0f0	FUN_0047c0f0	track	111	3	1	00426e10	other	
00487d70	FUN_00487d70	particle	111	2	1	00487de0	other	
004c4600	RwMatrixMultiply	render	111	0	10	004b42c0	other	
004d41e0	FUN_004d41e0	render	111	1	9	00496ce0	other	
005be080	FUN_005be080	audio	111	0	1	005bdf40	other	
00419480	FUN_00419480	gameplay	112	0	1	00419530	other	
0041f880	FUN_0041f880	gameplay	112	1	1	00420870	other	
004324a0	FUN_004324a0	frontend	112	3	1	0043dfd0	other	
0045e0f0	FUN_0045e0f0	audio	112	1	37	0045e460	other	
004670a0	FUN_004670a0	render	112	5	1	00467110	other	
00493f00	FUN_00493f00	util	112	2	3	004944c0	other	
00419760	FUN_00419760	vehicle	113	2	1	004189f0	other	
004e1df0	FUN_004e1df0	render	113	3	1	004cf5a0	other	
00554050	FontCanvas_Shutdown	hud	113	3	1	00552b90	other	
00485d90	FUN_00485d90	particle	114	3	1	0040bbb0	other	
00406950	FUN_00406950	gameplay	115	2	1	00406ce0	other	
004914b0	RainRender	render	115	1	1	004270f0	read_global_u32	
00497230	FUN_00497230	input	115	5	1	004982a0	other	
005b0a90	FUN_005b0a90	audio	115	1	4	005afcf0	other	
004daaf0	FUN_004daaf0	render	116	2	3	004c6580	other	
00441760	Camera::Apply	util	117	4	3	00441990	read_global_f32	
0048baf0	FUN_0048baf0	particle	117	1	1	0040bde0	read_global_u32	
00453eb0	FUN_00453eb0	gameplay	118	2	6	00406160	other	
00477500	FUN_00477500	render	118	3	1	00477810	other	
0047e9c0	PhysicsSceneInitSequence	vehicle	118	12	1	0047ea40	other	
004cd2d0	RwRenderIndexedSubmit	render	118	1	4	004228f0	other	
005b9320	FUN_005b9320	audio	118	1	2	005b9460	other	
00409710	FUN_00409710	render	119	7	1	00426e10	other	
00474de0	FUN_00474de0	render	119	1	6	00405ab0	other	
0040bd00	FUN_0040bd00	boot	120	14	1	00402a40	other	
00453210	FUN_00453210	gameplay	120	4	2	00453730	other	
00485460	FUN_00485460	smplfzx	120	4	2	00479330	other	
005af180	FUN_005af180	audio	120	1	4	005a8560	other	
005bde70	FUN_005bde70	audio	120	0	2	005bd6f0	other	
0042c010	FUN_0042c010	render	121	3	1	00433f40	other	
004785e0	FUN_004785e0	util	121	1	1	00478660	other	
004c5a60	FUN_004c5a60	render	121	2	9	0040cf40	other	
005ad570	FUN_005ad570	audio	121	2	7	005aeb30	other	
005b0360	FUN_005b0360	audio	121	3	1	005afcf0	arg_getter	
0041ecc0	FUN_0041ecc0	render	122	3	1	0040cea0	other	
004951f0	FUN_004951f0	render	122	5	1	00493710	read_global_u32	
004d8280	FUN_004d8280	render	122	2	2	004d80d0	other	
005540d0	FontCanvas_Init	hud	122	2	1	00552b60	read_global_u32	
0042d420	FUN_0042d420	render	123	5	2	0042d560	other	
00456140	FUN_00456140	gameplay	123	7	1	00405ab0	other	
0052a9c0	FUN_0052a9c0	util	123	1	2	00522ab0	other	
005bec10	FUN_005bec10	audio	124	3	2	005be450	other	
0040ce00	FUN_0040ce00	util	125	22	1	0040fc00	read_global_u32	
00425fa0	FUN_00425fa0	frontend	125	2	1	00459620	other	
00426700	FUN_00426700	render	125	1	1	00426ab0	other	
0046cb30	Player::GetOffset3D	util	126	1	8	0040ca00	other	
004862d0	FUN_004862d0	particle	126	4	1	0040bbb0	other	
005bcda0	FUN_005bcda0	audio	126	0	1	005bd6f0	other	
00411ce0	Ghost::SetupRender	vehicle	127	3	1	00410b30	other	
0047cea0	FUN_0047cea0	physics	127	5	1	00422ba0	arg_getter	
00489940	FUN_00489940	particle	127	3	1	00407800	other	
004d8350	FUN_004d8350	render	127	2	1	004c0ed0	other	
00552b90	FontSys_Shutdown	hud	127	7	1	00427620	other	
00428590	ViewportInit	boot	128	6	1	00492270	other	
00459400	FUN_00459400	gameplay	128	2	1	00412620	read_global_f32	
0048af70	FUN_0048af70	particle	128	5	1	0040bd00	other	
004015a0	FUN_004015a0	boot	129	1	1	00402a40	other	
005a6ea0	FUN_005a6ea0	audio	129	2	1	005a60b0	other	
005af860	FUN_005af860	audio	129	2	2	005afcf0	other	
0041c380	FUN_0041c380	render	130	1	1	0041cb80	other	
00478030	FUN_00478030	render	130	1	1	0047c1f0	other	
004c2fb0	FUN_004c2fb0	render	130	3	1	00493710	read_global_u32	
00486460	FUN_00486460	particle	131	1	4	004039f0	read_global_u32	
00426ab0	sub_00426ab0	render	132	12	1	0040fc00	other	
00462ec0	FUN_00462ec0	audio	132	4	1	00466a50	other	
004756e0	FUN_004756e0	render	132	3	1	00426700	arg_getter	
004b7be0	FUN_004b7be0	input	132	2	3	004b7330	other	
004d94a0	FUN_004d94a0	render	132	0	1	004d9050	other	
0052b750	FUN_0052b750	util	132	1	2	00522b00	other	
00426780	FUN_00426780	render	133	1	1	00426ab0	other	
00465c10	FUN_00465c10	audio	133	5	1	00422160	other	
00467110	FUN_00467110	render	133	7	1	004921d0	other	
00494f40	FUN_00494f40	render	133	2	1	00494fd0	other	
