rw_name	module	return_type	arg_signature	source_file	line	also_in
RpAnisotGetMaxSupportedMaxAnisotropy	other	RwInt8	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpanisot.cpp	5	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpanisot.h
RpAnisotPluginAttach	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpanisot.cpp	17	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpanisot.h
RpAnisotTextureGetMaxAnisotropy	other	RwInt8	RwTexture* tex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpanisot.cpp	13	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpanisot.h
RpAnisotTextureSetMaxAnisotropy	other	RwTexture*	RwTexture* tex, RwInt8 val	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpanisot.cpp	9	
RpAtomicClone	atomic	RpAtomic*	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	666	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicCreate	atomic	RpAtomic*	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	670	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicDestroy	atomic	RwBool	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	662	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicForAllWorldSectors	atomic	RpAtomic*	RpAtomic* atomic, RpWorldSectorCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1110	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicGetPluginOffset	atomic	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	762	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicGetWorld	atomic	RpWorld*	const RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1066	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicGetWorldBoundingSphere	atomic	const RwSphere*	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	594	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicInstance	atomic	RwBool	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	778	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicRegisterPlugin	atomic	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	734	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicRegisterPluginStream	atomic	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	742	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicSetDefaultPipeline	atomic	RxPipeline*	RxPipeline* pipeline	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1022	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicSetFrame	atomic	RpAtomic*	RpAtomic* atomic, RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	614	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicSetFreeListCreateParams	atomic	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	578	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicSetGeometry	atomic	RpAtomic*	RpAtomic* atomic, RpGeometry* geometry, RwUInt32 flags	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	674	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicSetStreamAlwaysCallBack	atomic	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	746	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicSetStreamRightsCallBack	atomic	RwInt32	RwUInt32 pluginID, RwPluginDataChunkRightsCallBack rightsCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	750	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicStreamGetSize	atomic	RwUInt32	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	706	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicStreamRead	atomic	RpAtomic*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	710	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicStreamWrite	atomic	RpAtomic*	RpAtomic* atomic, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	714	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpAtomicValidatePlugins	atomic	RwBool	const RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	770	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGenerateDefaultIgnoreWindingTriStrip	other	RpMeshHeader*	RpBuildMesh* buildmesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	326	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGenerateDefaultTriStrip	other	RpMeshHeader*	RpBuildMesh* buildmesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	314	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGenerateExhaustiveIgnoreWindingTriStrip	other	RpMeshHeader*	RpBuildMesh* buildmesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	334	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGenerateExhaustiveTriStrip	other	RpMeshHeader*	RpBuildMesh* buildmesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	322	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGeneratePreprocessIgnoreWindingTriStrip	other	RpMeshHeader*	RpBuildMesh* buildmesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	330	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGeneratePreprocessTriStrip	other	RpMeshHeader*	RpBuildMesh* buildmesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	318	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGenerateTriStrip	other	RpMeshHeader*	RpBuildMesh* buildMesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	306	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpBuildMeshGenerateTrivialTriStrip	other	RpMeshHeader*	RpBuildMesh* buildMesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	310	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpAddAtomic	clump	RpClump*	RpClump* clump, RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	630	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpAddCamera	clump	RpClump*	RpClump* clump, RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	646	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpAddLight	clump	RpClump*	RpClump* clump, RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	638	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpClone	clump	RpClump*	RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	658	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpCreate	clump	RpClump*	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	654	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpCreateSpace	clump	RpClump*	const RwV3d* position, RwReal radius	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	618	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpDestroy	clump	RwBool	RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	650	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpForAllAtomics	clump	RpClump*	RpClump* clump, RpAtomicCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	602	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpForAllCameras	clump	RpClump*	RpClump* clump, RwCameraCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	610	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpForAllLights	clump	RpClump*	RpClump* clump, RpLightCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	606	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGetCallBack	clump	RpClumpCallBack	const RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	682	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGetNumAtomics	clump	RwInt32	RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	686	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGetNumCameras	clump	RwInt32	RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	694	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGetNumLights	clump	RwInt32	RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	690	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGetPluginOffset	clump	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	766	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGetWorld	clump	RpWorld*	const RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1078	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGtaCancelStream	clump	void		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	598	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpGtaStreamRead1	clump	bool	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwtexdict.cpp	29	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwtexdict.h
RpClumpGtaStreamRead2	clump	RpClump*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwtexdict.cpp	33	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwtexdict.h
RpClumpRegisterPlugin	clump	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	738	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpRegisterPluginStream	clump	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	754	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpRemoveAtomic	clump	RpClump*	RpClump* clump, RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	626	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpRemoveCamera	clump	RpClump*	RpClump* clump, RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	642	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpRemoveLight	clump	RpClump*	RpClump* clump, RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	634	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpRender	clump	RpClump*	RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	622	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpSetCallBack	clump	RpClump*	RpClump* clump, RpClumpCallBack callback	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	678	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpSetFreeListCreateParams	clump	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	582	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpSetStreamAlwaysCallBack	clump	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	758	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpStreamGetSize	clump	RwUInt32	RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	718	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpStreamRead	clump	RpClump*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	722	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpStreamWrite	clump	RpClump*	RpClump* clump, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	726	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpClumpValidatePlugins	clump	RwBool	const RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	774	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpD3D9GeometryGetUsageFlags	other	RpD3D9GeometryUsageFlag	const RpGeometry* geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	898	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpD3D9GeometrySetUsageFlags	other	void	RpGeometry* geometry, RpD3D9GeometryUsageFlag flags	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	894	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpD3D9LightGetAttenuationParams	other	void	const RpLight* light, RpD3D9AttenuationParams* params	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	550	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpD3D9LightSetAttenuationParams	other	void	RpLight* light, const RpD3D9AttenuationParams* params	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	546	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpD3D9WorldSectorGetUsageFlags	other	RpD3D9WorldSectorUsageFlag	const RpWorldSector* sector	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	906	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpD3D9WorldSectorSetUsageFlags	other	void	RpWorldSector* sector, RpD3D9WorldSectorUsageFlag flags	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	902	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpDMorphPluginAttach	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpdmorph.h	23	
RpGeometryAddMorphTarget	geometry	RwInt32	RpGeometry* geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	370	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryAddMorphTargets	geometry	RwInt32	RpGeometry* geometry, RwInt32 mtcount	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	366	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryCreate	geometry	RpGeometry*	RwInt32 numVert, RwInt32 numTriangles, RwUInt32 format	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	410	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryCreateSpace	geometry	RpGeometry*	RwReal radius	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	358	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryDestroy	geometry	RwBool	RpGeometry* geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	414	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryForAllMaterials	geometry	RpGeometry*	RpGeometry* geometry, RpMaterialCallBack fpCallBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	394	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryForAllMeshes	geometry	const RpGeometry*	const RpGeometry* geometry, RpMeshCallBack fpCallBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	406	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryGetPluginOffset	geometry	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	430	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryGetUserDataArrayCount	geometry	RwInt32	const RpGeometry *geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	61	
RpGeometryIsCorrectlySorted	geometry	const RpGeometry*	const RpGeometry* geometry, RwBool* result	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1030	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryLock	geometry	RpGeometry*	RpGeometry* geometry, RwInt32 lockMode	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	398	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryRegisterPlugin	geometry	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	418	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryRegisterPluginStream	geometry	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	422	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryRemoveMorphTarget	geometry	RpGeometry*	RpGeometry* geometry, RwInt32 morphTarget	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	374	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometrySetStreamAlwaysCallBack	geometry	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	426	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometrySortByMaterial	geometry	RpGeometry*	const RpGeometry* geometry, RpGeometrySortByMaterialCallBack callback	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1034	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryStreamGetSize	geometry	RwUInt32	const RpGeometry* geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	438	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryStreamRead	geometry	RpGeometry*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	446	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryStreamWrite	geometry	const RpGeometry*	const RpGeometry* geometry, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	442	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryTransform	geometry	RpGeometry*	RpGeometry* geometry, const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	354	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryTriangleGetMaterial	geometry	RpMaterial*	const RpGeometry* geometry, const RpTriangle* triangle	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	390	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryTriangleGetVertexIndices	geometry	const RpGeometry*	const RpGeometry* geometry, const RpTriangle* triangle, RwUInt16* vert1, RwUInt16* vert2, RwUInt16* vert3	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	386	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryTriangleSetMaterial	geometry	RpGeometry*	RpGeometry* geometry, RpTriangle* triangle, RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	382	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryTriangleSetVertexIndices	geometry	const RpGeometry*	const RpGeometry* geometry, RpTriangle* triangle, RwUInt16 vert1, RwUInt16 vert2, RwUInt16 vert3	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	378	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryUnlock	geometry	RpGeometry*	RpGeometry* geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	402	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpGeometryValidatePlugins	geometry	RwBool	const RpGeometry* geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	434	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpHAnimFrameGetHierarchy	hanim	RpHAnimHierarchy*	RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	45	
RpHAnimFrameGetID	hanim	RwInt32	RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	108	
RpHAnimFrameSetHierarchy	hanim	RwBool	RwFrame* frame, RpHAnimHierarchy* hierarchy	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	41	
RpHAnimFrameSetID	hanim	RwBool	RwFrame* frame, RwInt32 id	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	104	
RpHAnimHierarchyAttach	hanim	RpHAnimHierarchy*	RpHAnimHierarchy* hierarchy	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	25	
RpHAnimHierarchyAttachFrameIndex	hanim	RpHAnimHierarchy*	RpHAnimHierarchy* hierarchy, RwInt32 nodeIndex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	33	
