rva	sub	name	size	n_callees	conv	nargs	ret	arg_type_today	runnable_today	sig_conf	fp	imports	com_d3d	rw_orch	rw_frac	twin	derefs_arg	reads_global	n_globals	cyclic
00401000	hud	FUN_00401000	482	18	cdecl	15	int	-	0	low	0	-	0	1	0.67	ambiguous	1	1	9	0
004011f0	hud	FUN_004011f0	325	9	cdecl	8	int	-	0	low	1	-	0	0	0.33	-	1	1	10	0
004013f0	hud	FUN_004013f0	181	7	cdecl	0	int	-	0	low	0	-	0	0	0.29	-	1	1	3	0
004014b0	boot	FUN_004014b0	182	7	cdecl	0	int	-	0	low	0	-	0	1	1.0	ambiguous	1	1	4	0
004015a0	boot	FUN_004015a0	129	1	fastcall/thiscall	0	int	-	0	low	0	-	0	0	1.0	-	1	1	2	0
00401630	track	FUN_00401630	87	3	cdecl	1	int	int_scalar	1	low	0	-	0	0	0.0	-	0	1	2	0
00401690	render	FUN_00401690	820	2	fastcall/thiscall	0	int	-	0	low	1	-	0	1	0.5	-	1	0	4	0
004019d0	render	FUN_004019d0	973	14	cdecl	23	int	-	0	low	1	-	0	0	0.29	-	1	1	6	0
00401da0	frontend	FUN_00401da0	309	6	cdecl	7	int	-	0	low	1	-	0	1	0.5	-	1	1	4	0
00401f10	render	FUN_00401f10	202	3	cdecl	0	int	-	0	low	0	-	0	0	0.33	-	1	1	2	0
00401fe0	render	FUN_00401fe0	600	7	cdecl	16	int	-	0	low	0	-	0	1	1.0	-	1	0	0	0
00402240	render	FUN_00402240	89	9	cdecl	0	int	none	1	low	0	-	0	1	0.89	-	0	0	0	0
004022a0	render	FUN_004022a0	744	7	cdecl	16	int	-	0	low	0	-	0	1	1.0	-	1	1	0	0
00402590	render	FUN_00402590	89	9	cdecl	0	int	none	1	low	0	-	0	1	0.89	-	0	0	0	0
004025f0	boot	FUN_004025f0	211	4	fastcall/thiscall	13	int	-	0	low	0	-	0	0	0.0	-	1	0	2	0
00402750	boot	sub_00402750	97	2	cdecl	6	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	2	0
00402a40	boot	sub_00402a40	293	43	cdecl	0	int	none	1	low	0	-	0	0	0.02	-	0	1	5	0
00402b70	util	FUN_00402b70	963	5	fastcall/thiscall	10	int	-	0	low	1	-	0	0	0.4	ambiguous	1	1	14	0
00402fb0	hud	FUN_00402fb0	148	2	cdecl	7	int	-	0	low	1	-	0	0	0.0	-	0	1	3	0
00403050	frontend	FUN_00403050	125	3	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
004030d0	util	FUN_004030d0	137	4	cdecl	0	int	-	0	low	1	-	0	0	0.0	-	1	1	7	0
00403250	util	FUN_00403250	581	7	cdecl	1	float	-	0	low	1	-	0	0	0.0	-	0	1	35	0
004034a0	render	FUN_004034a0	412	7	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	1	1	13	0
00403640	boot	FUN_00403640	24	1	cdecl	1	int	int_scalar	1	low	0	-	0	0	0.0	-	0	1	1	0
00403660	boot	FUN_00403660	54	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004036a0	render	FUN_004036a0	612	1	cdecl	14	int	-	0	low	1	-	0	0	0.0	-	1	1	2	0
00403910	render	FUN_00403910	170	2	cdecl	5	int	-	0	low	0	-	0	0	0.0	-	1	1	4	0
004039c0	vehicle	FUN_004039c0	23	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	2	0
004039f0	util	FUN_004039f0	611	12	cdecl	11	int	-	0	low	1	-	0	0	0.08	ambiguous	1	1	19	0
00403c60	hud	FUN_00403c60	207	1	cdecl	7	void	-	0	low	0	-	0	0	0.0	ambiguous	0	0	0	0
00403db0	render	FUN_00403db0	278	1	cdecl	8	void	-	0	low	0	-	0	0	0.0	ambiguous	0	0	0	0
00403fa0	render	FUN_00403fa0	529	1	cdecl	17	int	-	0	low	1	-	0	0	0.0	-	1	1	11	0
004041c0	render	FUN_004041c0	343	2	cdecl	12	int	-	0	low	1	-	0	0	0.0	-	0	1	11	0
00404650	render	FUN_00404650	79	3	cdecl	0	int	-	0	low	1	-	0	0	0.33	-	1	1	4	0
004046a0	util	FUN_004046a0	377	3	cdecl	1	int	-	0	low	1	-	0	0	0.0	ambiguous	1	1	21	0
00404820	hud	FUN_00404820	13	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
00404830	boot	FUN_00404830	1474	0	cdecl	0	int	-	0	low	1	-	0	0	0.0	ambiguous	1	1	16	0
00404fa0	render	FUN_00404fa0	1069	5	cdecl	10	int	-	0	low	1	-	0	0	0.4	-	1	1	17	0
00405460	util	FUN_00405460	223	3	cdecl	4	int	-	0	low	1	-	0	0	0.0	-	1	1	8	0
00405540	gameplay	FUN_00405540	495	4	cdecl	1	int	-	0	med	1	-	0	0	0.25	-	1	1	4	0
00405730	gameplay	FUN_00405730	80	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	1	1	4	0
00405780	gameplay	FUN_00405780	257	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004058e0	gameplay	FUN_004058e0	62	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00405920	gameplay	FUN_00405920	398	7	cdecl	11	int	-	0	low	1	-	0	0	0.14	-	1	1	2	0
00405ab0	gameplay	FUN_00405ab0	1192	11	cdecl	13	int	-	0	low	1	-	0	0	0.0	-	1	1	9	0
00405f60	gameplay	FUN_00405f60	261	3	cdecl	0	int	none	1	low	1	-	0	0	0.0	-	0	1	4	0
00406070	gameplay	FUN_00406070	192	3	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00406130	gameplay	FUN_00406130	46	2	cdecl	0	int	none	1	low	0	-	0	1	0.5	-	0	0	2	0
00406160	gameplay	FUN_00406160	522	11	cdecl	9	int	-	0	low	1	-	0	0	0.0	-	1	1	11	0
00406410	gameplay	FUN_00406410	174	5	cdecl	0	int	-	0	low	1	-	0	0	0.0	-	1	1	3	0
004064c0	gameplay	FUN_004064c0	1167	12	cdecl	15	int	-	0	low	1	-	0	0	0.17	-	1	1	16	0
00406950	gameplay	FUN_00406950	115	2	cdecl	1	int	int_scalar	1	low	1	-	0	0	0.0	-	0	1	4	0
004069d0	gameplay	FUN_004069d0	264	3	cdecl	8	int	-	0	low	1	-	0	0	0.33	ambiguous	1	0	6	0
00406ae0	gameplay	FUN_00406ae0	508	7	cdecl	3	int	-	0	low	1	-	0	0	0.0	-	0	1	16	0
00406ce0	util	FUN_00406ce0	1532	22	cdecl	13	int	-	0	low	1	-	0	0	0.23	-	1	1	11	0
004072e0	render	FUN_004072e0	198	2	cdecl	5	int	-	0	low	0	-	0	0	0.0	-	1	1	4	0
004073b0	util	FUN_004073b0	237	4	cdecl	5	int	-	0	low	0	-	0	0	0.0	-	1	1	4	0
004074a0	gameplay	FUN_004074a0	167	3	cdecl	0	int	none	1	low	0	-	0	0	0.33	-	0	1	7	0
00407550	gameplay	FUN_00407550	35	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00407580	gameplay	FUN_00407580	17	0	cdecl	1	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
00407600	util	Player::GetPositionPtr	29	1	cdecl	1	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
00407800	gameplay	FUN_00407800	498	20	cdecl	7	int	-	0	low	0	-	0	0	0.1	-	0	1	9	0
00407b00	gameplay	FUN_00407b00	99	1	cdecl	1	int	int_scalar	1	low	0	-	0	0	0.0	-	0	0	0	0
00407be0	gameplay	FUN_00407be0	225	1	fastcall/thiscall	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00407cd0	gameplay	FUN_00407cd0	157	1	fastcall/thiscall	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00407e20	gameplay	FUN_00407e20	1895	10	cdecl	14	int	-	0	low	1	-	0	0	0.1	-	1	1	4	0
00408610	gameplay	FUN_00408610	1073	9	cdecl	8	int	-	0	low	1	-	0	0	0.11	ambiguous	1	1	19	0
00408b00	util	FUN_00408b00	707	7	cdecl	13	int	-	0	low	1	-	0	0	0.14	-	1	1	12	0
00409290	util	FUN_00409290	110	2	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
004093b0	gameplay	FUN_004093b0	496	4	cdecl	3	int	-	0	med	1	-	0	0	0.25	ambiguous	1	1	12	0
004095a0	gameplay	FUN_004095a0	214	3	cdecl	8	int	-	0	low	1	-	0	0	0.0	ambiguous	1	1	4	0
004096a0	gameplay	FUN_004096a0	99	5	cdecl	0	int	none	1	low	0	-	0	0	0.2	ok-asc	0	0	2	0
00409710	render	FUN_00409710	119	7	cdecl	2	int	int_pair	1	low	0	-	0	0	0.14	ambiguous	0	0	3	0
00409790	gameplay	FUN_00409790	33	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	0	1	0
004098d0	gameplay	FUN_004098d0	33	0	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	4	0
00409950	gameplay	FUN_00409950	26	0	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	3	0
00409970	gameplay	FUN_00409970	41	0	cdecl	0	int	none	1	low	0	-	0	0	0.0	flag	0	1	4	0
00409a80	gameplay	FUN_00409a80	71	4	cdecl	0	int	none	1	low	0	-	0	0	0.25	-	0	1	6	0
0040ab40	util	FUN_0040ab40	18	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
0040ac80	util	FUN_0040ac80	18	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
0040acd0	frontend	FUN_0040acd0	18	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	1	0
0040ad40	gameplay	FUN_0040ad40	74	2	cdecl	7	int	-	0	low	1	-	0	0	0.0	-	0	0	0	0
0040ad90	gameplay	FUN_0040ad90	148	2	cdecl	11	int	-	0	low	1	-	0	0	0.0	-	1	0	1	0
0040ae30	gameplay	FUN_0040ae30	189	4	cdecl	10	int	-	0	low	1	-	0	0	0.0	-	1	0	2	0
0040aef0	gameplay	FUN_0040aef0	409	3	cdecl	10	int	-	0	low	1	-	0	1	0.67	-	1	1	6	0
0040b090	render	sub_0040b090	236	9	cdecl	3	int	-	0	low	1	-	0	0	0.0	ambiguous	0	1	4	0
0040b180	util	FUN_0040b180	195	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	21	0
0040b540	util	FUN_0040b540	221	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	5	0
0040b700	util	FUN_0040b700	57	2	cdecl	1	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
0040b930	gameplay	FUN_0040b930	51	1	cdecl	1	void	int_scalar	1	low	0	-	0	0	0.0	-	0	0	1	0
0040b9a0	gameplay	FUN_0040b9a0	95	1	fastcall/thiscall	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
0040ba60	gameplay	FUN_0040ba60	52	1	cdecl	1	void	int_scalar	1	low	0	-	0	0	0.0	-	0	0	0	0
0040baa0	gameplay	FUN_0040baa0	63	2	cdecl	2	int	-	0	low	0	-	0	1	1.0	ambiguous	1	0	0	0
0040bae0	gameplay	FUN_0040bae0	44	2	cdecl	2	int	int_pair	1	low	0	-	0	1	1.0	ok-asc	0	0	0	0
0040bbb0	boot	FUN_0040bbb0	333	28	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	1	16	0
0040bd00	boot	FUN_0040bd00	120	14	cdecl	0	int	none	1	low	0	-	0	0	0.07	-	0	1	4	0
0040bd80	util	FUN_0040bd80	85	17	cdecl	0	void	none	1	low	0	-	0	0	0.06	-	0	0	0	0
0040bde0	render	FUN_0040bde0	110	18	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
0040be50	gameplay	FUN_0040be50	74	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	ok-asc	1	1	2	0
0040c5b0	gameplay	FUN_0040c5b0	209	1	cdecl	5	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	6	0
0040c690	gameplay	FUN_0040c690	874	6	cdecl	13	int	-	0	low	1	-	0	0	0.0	-	1	1	11	0
0040ca00	gameplay	FUN_0040ca00	908	12	cdecl	13	int	-	0	low	1	-	0	0	0.0	ambiguous	1	1	16	0
0040cda0	gameplay	FUN_0040cda0	86	3	cdecl	5	int	-	0	low	0	-	0	0	0.33	-	0	1	2	0
0040ce00	util	FUN_0040ce00	125	22	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
0040cea0	track	FUN_0040cea0	158	8	cdecl	4	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	3	0
0040cf40	gameplay	FUN_0040cf40	57	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	2	0
0040cf80	boot	FUN_0040cf80	75	6	cdecl	0	void	none	1	low	0	-	0	0	0.17	-	0	0	0	0
0040cfd0	boot	FUN_0040cfd0	68	10	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0040d020	track	FUN_0040d020	21	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
0040d040	util	Course::ValidateCarsFinished	201	4	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	0	2	0
0040d110	track	FUN_0040d110	320	11	cdecl	18	int	-	0	low	0	-	0	0	0.09	-	1	0	2	0
0040d270	track	Course::Finish	441	23	cdecl	5	int	-	0	low	1	-	0	0	0.0	-	1	1	7	0
0040d440	track	FUN_0040d440	34	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
0040d470	util	FUN_0040d470	288	5	fastcall/thiscall	4	int	-	0	low	1	-	0	0	0.0	-	1	1	6	0
0040d590	frontend	FUN_0040d590	850	3	cdecl	5	int	-	0	low	1	-	0	0	0.0	-	0	0	3	0
0040d8f0	gameplay	FUN_0040d8f0	337	9	cdecl	11	int	-	0	low	1	-	0	0	0.0	-	1	1	5	0
0040da50	util	FUN_0040da50	186	7	fastcall/thiscall	3	int	-	0	low	0	-	0	0	0.14	-	1	1	4	0
0040dba0	util	FUN_0040dba0	40	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0040dbd0	util	FUN_0040dbd0	32	2	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
0040ddb0	util	FUN_0040ddb0	50	6	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
0040de10	util	FUN_0040de10	25	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0040de30	render	sub_0040de30	229	4	cdecl	11	int	-	0	low	1	-	0	0	0.0	-	1	1	4	0
0040df20	render	sub_0040df20	57	4	cdecl	1	int	int_scalar	1	low	0	-	0	0	0.0	-	0	1	3	0
0040e4b0	util	Race::GetSoleFinishedPlayer	73	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	1	0
0040e500	gameplay	FUN_0040e500	95	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
0040e560	util	FUN_0040e560	37	5	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
0040e590	util	FUN_0040e590	197	7	cdecl	6	int	-	0	low	0	-	0	0	0.0	-	1	1	6	0
0040fc00	util	Race::Tick	352	28	cdecl	2	int	-	0	low	1	-	0	0	0.04	-	1	1	9	0
004102f0	util	FUN_004102f0	172	8	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
004103a0	util	TimeTrial::LapFinishProcessor	360	16	cdecl	2	int	-	0	low	1	-	0	0	0.0	-	1	1	9	0
00410860	util	FUN_00410860	592	15	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	16	0
00410b30	render	sub_00410b30	468	30	cdecl	0	int	-	0	low	0	-	0	0	0.03	-	1	1	9	0
00410d10	vehicle	FUN_00410d10	47	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
004111c0	util	FUN_004111c0	145	6	cdecl	1	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00411350	vehicle	Replay::TimeFormat	87	1	cdecl	4	int	-	0	low	1	-	0	0	0.0	-	1	0	2	0
004113b0	boot	FUN_004113b0	260	4	cdecl	2	int	-	0	low	1	-	0	0	0.0	ambiguous	1	1	9	0
00411530	vehicle	Replay::GetTimeAtIdx	65	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00411870	vehicle	Replay::LapFinish	623	7	cdecl	1	int	-	0	med	1	-	0	0	0.0	-	1	1	19	0
00411ae0	vehicle	Ghost::PlaybackTick	497	4	cdecl	14	int	-	0	low	0	-	0	0	0.0	-	1	1	8	0
00411ce0	vehicle	Ghost::SetupRender	127	3	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	4	0
00411d90	vehicle	Replay::CreateOrLoad	410	12	cdecl	6	int	-	0	low	1	-	0	0	0.0	-	1	1	15	0
00411f30	vehicle	FUN_00411f30	216	10	cdecl	8	int	-	0	low	0	-	0	0	0.1	ambiguous	0	1	6	0
00412010	gameplay	FUN_00412010	61	1	cdecl	0	int	-	0	low	0	-	0	0	1.0	flag	1	1	2	0
00412050	render	FUN_00412050	165	3	cdecl	0	int	none	1	low	0	-	0	0	0.33	ambiguous	0	1	3	0
00412100	render	FUN_00412100	38	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	2	0
00412190	render	FUN_00412190	1159	14	cdecl	12	int	-	0	low	1	-	0	0	0.14	-	1	1	16	0
00412620	render	FUN_00412620	606	9	cdecl	12	int	-	0	low	1	-	0	0	0.11	-	1	1	16	0
00412880	render	thunk_FUN_00412190	5	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00412890	boot	FUN_00412890	86	1	fastcall/thiscall	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	4	0
004128f0	hud	FUN_004128f0	1015	1	cdecl	18	int	-	0	low	1	-	0	0	0.0	-	1	1	6	0
00412cf0	hud	FUN_00412cf0	313	3	cdecl	12	int	-	0	low	1	-	0	0	0.0	-	1	1	4	0
00412e30	render	FUN_00412e30	244	2	cdecl	10	int	-	0	low	1	-	0	0	0.0	-	1	1	5	0
00412f30	util	FUN_00412f30	2768	14	cdecl	15	int	-	0	low	1	-	0	0	0.0	ambiguous	1	1	23	0
00413a00	render	FUN_00413a00	64	1	fastcall/thiscall	1	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00413a40	render	FUN_00413a40	310	0	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	1	1	5	0
00413b80	hud	FUN_00413b80	43	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
00413bb0	hud	FUN_00413bb0	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00413cb0	hud	FUN_00413cb0	622	14	fastcall/thiscall	0	int	-	0	med	1	-	0	0	0.07	ambiguous	1	1	15	0
00413f50	hud	FUN_00413f50	64	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00414060	util	FUN_00414060	186	4	cdecl	0	int	-	0	low	1	-	0	0	0.0	-	1	1	12	0
00414180	util	FUN_00414180	155	2	cdecl	3	int	-	0	low	1	-	0	0	0.0	flag	0	1	10	0
00414220	util	FUN_00414220	213	2	cdecl	0	int	none	1	low	1	-	0	0	0.0	-	0	1	6	0
00414300	ai	FUN_00414300	398	2	cdecl	10	int	-	0	low	1	-	0	0	0.0	-	1	0	3	0
00414490	ai	FUN_00414490	214	3	cdecl	10	int	-	0	low	1	-	0	0	0.33	-	1	1	2	0
00414570	ai	FUN_00414570	821	12	cdecl	15	int	-	0	low	1	-	0	0	0.08	-	1	1	14	0
004148b0	ai	FUN_004148b0	441	4	cdecl	5	int	-	0	low	1	-	0	0	0.0	ok-asc	1	1	13	0
00414a70	ai	FUN_00414a70	447	9	cdecl	12	int	-	0	low	1	-	0	0	0.0	-	1	1	3	0
00414c30	ai	FUN_00414c30	720	8	cdecl	3	int	-	0	med	1	-	0	0	0.0	-	1	1	8	0
00414f00	ai	FUN_00414f00	274	8	cdecl	9	int	-	0	low	1	-	0	0	0.0	-	1	0	4	0
004150e0	ai	FUN_004150e0	176	1	fastcall/thiscall	2	int	-	0	low	1	-	0	0	0.0	-	1	1	5	0
00415190	ai	FUN_00415190	105	2	cdecl	2	int	-	0	low	1	-	0	0	0.0	-	0	0	1	0
00415200	ai	FUN_00415200	32	1	cdecl	0	int	none	1	low	1	-	0	0	0.0	-	0	0	1	0
00415220	ai	FUN_00415220	177	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	flag	1	1	7	0
00415880	ai	FUN_00415880	1152	13	cdecl	12	int	-	0	low	1	-	0	0	0.08	-	1	1	17	0
00415d00	ai	FUN_00415d00	282	4	cdecl	14	int	-	0	low	1	-	0	0	0.0	-	1	0	3	0
00415e20	ai	FUN_00415e20	567	4	cdecl	10	int	-	0	low	1	-	0	0	0.25	-	1	0	7	0
00416060	ai	FUN_00416060	384	2	fastcall/thiscall	9	int	-	0	low	1	-	0	0	0.0	-	1	1	7	0
004161e0	ai	FUN_004161e0	70	2	cdecl	8	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00416250	ai	FUN_00416250	2015	23	cdecl	3	int	-	0	med	1	-	0	0	0.0	-	1	1	37	0
00416a30	ai	FUN_00416a30	1871	19	cdecl	3	int	-	0	med	1	-	0	0	0.0	-	1	1	36	0
00417180	ai	FUN_00417180	486	2	cdecl	1	int	-	0	low	1	-	0	0	0.0	-	1	1	12	0
00417370	gameplay	FUN_00417370	44	1	cdecl	1	int	-	0	low	1	-	0	0	0.0	-	1	1	3	0
004173b0	gameplay	FUN_004173b0	41	1	cdecl	1	int	-	0	low	1	-	0	0	0.0	-	1	1	3	0
004173e0	render	FUN_004173e0	99	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00417640	ai	FUN_00417640	237	8	cdecl	9	int	-	0	low	1	-	0	0	0.0	-	1	1	4	0
00417740	gameplay	FUN_00417740	16	1	cdecl	1	int	-	0	low	1	-	0	0	0.0	-	1	1	1	0
00417750	gameplay	FUN_00417750	91	3	cdecl	0	void	-	0	low	1	-	0	0	0.0	-	1	1	5	0
004177b0	ai	FUN_004177b0	1339	11	cdecl	5	int	-	0	low	1	-	0	0	0.0	ambiguous	1	1	42	0
00417cf0	ai	FUN_00417cf0	171	2	cdecl	4	int	-	0	low	1	-	0	0	0.0	-	1	0	4	0
00417da0	ai	FUN_00417da0	1980	23	cdecl	3	int	-	0	med	1	-	0	0	0.0	-	1	1	35	0
00418560	ai	FUN_00418560	446	4	cdecl	1	int	-	0	low	0	-	0	0	0.0	-	1	1	16	0
00418860	ai	FUN_00418860	280	7	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
00418980	boot	thunk_FUN_0041a060	5	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00418990	hud	thunk_FUN_004194f0	5	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
004189a0	util	FUN_004189a0	24	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
004189c0	render	FUN_004189c0	24	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
004189e0	boot	thunk_FUN_004196f0	5	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
004189f0	frontend	thunk_FUN_00419760	5	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00418a70	render	FUN_00418a70	40	1	cdecl	0	int	-	0	low	0	-	0	0	1.0	-	1	1	1	0
00418aa0	render	FUN_00418aa0	299	5	cdecl	7	int	-	0	low	1	-	0	0	0.2	-	1	1	3	0
00418bd0	render	FUN_00418bd0	243	3	cdecl	10	int	-	0	low	1	-	0	0	0.0	-	1	1	1	0
00418db0	render	FUN_00418db0	35	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	2	0
00418de0	vehicle	FUN_00418de0	73	2	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00418e30	render	FUN_00418e30	26	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
00418e70	gameplay	FUN_00418e70	183	6	cdecl	5	int	-	0	low	1	-	0	0	0.0	-	0	1	10	0
00418f30	gameplay	FUN_00418f30	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00418f40	gameplay	FUN_00418f40	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00418f50	gameplay	FUN_00418f50	312	0	fastcall/thiscall	0	int	-	0	low	1	-	0	0	0.0	-	1	1	5	0
00419090	gameplay	FUN_00419090	96	4	cdecl	2	int	int_pair	1	low	0	-	0	0	0.25	ambiguous	0	0	0	0
00419100	gameplay	FUN_00419100	192	0	cdecl	9	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	0	0
00419480	gameplay	FUN_00419480	112	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	flag	1	0	0	0
004194f0	gameplay	FUN_004194f0	51	4	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
00419530	gameplay	FUN_00419530	440	11	cdecl	8	int	-	0	low	1	-	0	0	0.09	-	1	1	5	0
004196f0	gameplay	FUN_004196f0	109	6	cdecl	0	int	-	0	low	0	-	0	1	0.5	-	1	1	6	0
00419760	vehicle	FUN_00419760	113	2	cdecl	2	int	-	0	low	0	-	0	0	0.0	ok-asc	1	1	6	0
004197e0	gameplay	FUN_004197e0	530	5	cdecl	7	int	-	0	low	1	-	0	0	0.0	-	1	1	13	0
00419a00	gameplay	FUN_00419a00	26	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00419fd0	gameplay	FUN_00419fd0	24	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
00419ff0	gameplay	FUN_00419ff0	97	6	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	2	0
0041a060	gameplay	FUN_0041a060	285	13	fastcall/thiscall	0	int	-	0	low	0	-	0	0	0.31	ambiguous	1	1	16	0
0041a180	gameplay	FUN_0041a180	87	6	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
0041a1e0	boot	FUN_0041a1e0	111	4	fastcall/thiscall	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	6	0
0041a250	hud	FUN_0041a250	378	5	cdecl	15	int	-	0	low	1	-	0	0	0.4	-	1	1	5	0
0041a3d0	boot	FUN_0041a3d0	13	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
0041a400	gameplay	FUN_0041a400	156	4	cdecl	8	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	1	0
0041a5d0	gameplay	FUN_0041a5d0	617	3	cdecl	15	int	-	0	low	1	-	0	0	0.33	-	1	1	2	0
0041a840	gameplay	FUN_0041a840	102	0	cdecl	1	int	-	0	low	0	-	0	0	0.0	-	1	0	1	0
0041a8d0	gameplay	FUN_0041a8d0	135	2	fastcall/thiscall	2	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	4	0
0041a960	vehicle	FUN_0041a960	20	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
0041a980	render	FUN_0041a980	45	2	cdecl	0	int	none	1	low	0	-	0	1	0.5	-	0	0	2	0
0041a9d0	render	FUN_0041a9d0	232	2	cdecl	6	int	-	0	low	1	-	0	1	0.5	-	1	0	5	0
