idx,input,original,original_bits,reimpl,reimpl_bits,match,err_original,err_reimpl
0,0,,,,,True,,
1,1,,,,,True,,
2,0,,,,,True,,
3,1,,,,,True,,
4,0,,,,,True,,
5,0,,,,,True,,
6,1,,,,,True,,
7,0,,,,,True,,
8,1,,,,,True,,
9,0,,,,,True,,
