rva,symbol,name,conf,subsystem,file,verdict,imm,detail
0042d3e0,MenuEntryArrayInit,MenuEntryArrayInit,C3,frontend,MenuInit.cpp,FAIL,DIFF,data -0x898ac4 +0x898ac0; imm -0x34 +0x0
0042d5a0,MenusBodyA,MenusBodyA,C3,frontend,MenuMixed.cpp,PASS,DIFF,"imm --0x1e,0x0,0x3,0x8,0x12c,0x134 +0x1c,0x1e,0x1389,0xffffff"
0042e3a0,MenuChromeShellA,MenuChromeShellA,C4,frontend,MenuSpriteDispatch.cpp,PASS,DIFF,"imm -0x1d,0x40,0x50,0x80,0x94,0xa0 +-0x1,0x10,0x40f7941d,0x42830000,0x80f7941d,0xa0000000"
0042e590,SpriteAnimFrameThunk,SpriteAnimFrameThunk,C4,frontend,SpriteDispatch.cpp,PASS,DIFF,"imm -- +0x10,0x24"
0042e5b0,MenuChromeShellB,FUN_0042e5b0,C3,frontend,MenuSpriteDispatch.cpp,FAIL,DIFF,"data -0x7f1010 +-; imm -0x3,0x5,0x20,0x24,0x5c,0x84 +-0x10,0x18,0x1f0,0x1ff0,0xffffff,0xffffe200"
0042ebe0,FrontendPlayerSlotCheck,FrontendPlayerSlotCheck,C4,frontend,MenuHelpers.cpp,FAIL,DIFF,data -0x7f0a48 +0x7f0a54; imm -0x4 +0x0
0042ed70,MenusLapTimeCmp,MenusLapTimeCmp,C3,frontend,MenuMixed.cpp,PASS,DIFF,"imm -- +0x10,0x18"
0042ee00,SpriteSlotGate,SpriteSlotGate,C3,frontend,SpriteGate.cpp,PASS,same,data=0 ours=63B orig=60B
0042ee40,FrontendModeDispatch,FrontendModeDispatch,C3,frontend,FrontendDispatch.cpp,PASS,DIFF,imm -- +0x3
0042ef40,VehicleUnlockFlagGet,VehicleUnlockFlagGet,C3,frontend,VehicleMeta.cpp,PASS,DIFF,"imm -0x8,0x3e8 +0x3"
0042f0b0,GetFrameCounterPlus73,GetFrameCounterPlus73,C3,frontend,MenuInit.cpp,PASS,same,data=1 ours=9B orig=9B
0042f0c0,MenuSpriteDispatchA,MenuSpriteDispatchA,C3,frontend,MenuSpriteDispatch.cpp,FAIL,DIFF,"data -0x67e844,0x67e9f8,0x67ed40,0x67ed80 +-; imm --0x2,0x2,0x4,0x1c,0x1e,0x1f +0xc,0xffffff"
0042f500,GetDat0067ea64,GetDat0067ea64,C4,util,StateAccessors.cpp,PASS,same,data=1 ours=6B orig=6B
0042f510,Vehicle0HandleGet,Vehicle0HandleGet,C3,render,FrameDispatch.cpp,PASS,same,data=1 ours=6B orig=6B
0042f520,ViewportBlockPtrGet,ViewportBlockPtrGet,C3,render,PromoLoop_round11.cpp,PASS,same,data=1 ours=6B orig=6B
0042f6a0,GetRaceSubMode,GetRaceSubMode,C3,util,GameStateGetters.cpp,PASS,same,data=1 ours=6B orig=6B
0042f6b0,MenuModeSync,MenuModeSync,C3,frontend,FrontendState.cpp,PASS,same,data=2 ours=88B orig=116B
0042f760,Global67f19cGet,Global67f19cGet,C3,audio,PromoLoop_round31.cpp,PASS,same,data=1 ours=6B orig=6B
0042f770,Global67f1a0Get,Global67f1a0Get,C3,audio,PromoLoop_round31.cpp,PASS,same,data=1 ours=6B orig=6B
0042f780,Global67f1a4Get,Global67f1a4Get,C3,audio,PromoLoop_round31.cpp,PASS,same,data=1 ours=6B orig=6B
0042f790,GhostModeIsActive,GhostMode::IsActive,C3,util,PromoLoop_round8.cpp,PASS,same,data=1 ours=6B orig=6B
0042f7a0,GhostFlagReset,GhostMode::Clear,C3,util,PromoLoop_round28.cpp,PASS,same,data=1 ours=11B orig=11B
0042f7b0,FrontendCursorUpdate,FrontendCursorUpdate,C3,frontend,MenuHelpers.cpp,FAIL,same,"data -0x67e85c,0x7f1504 +0x67e868,0x7f1045"
0042f8d0,MenuMenusBC,MenuMenusBC,C3,frontend,MenuMenusB.cpp,PASS,same,data=0 ours=306B orig=297B
0042fa00,PlayerSlotEdgeAdjust,PlayerSlotEdgeAdjust,C3,frontend,SkeletonAndScatter_t6.cpp,FAIL,DIFF,data -0x7f1504 +0x7f1045; imm -0x1 +-
0042fab0,SpriteSlotDispatch,SpriteSlotDispatch,C3,frontend,SpriteDispatch.cpp,PASS,same,data=0 ours=25B orig=151B
0042fb70,MenuSpriteDispatchB,MenuSpriteDispatchB,C3,frontend,MenuSpriteDispatch.cpp,FAIL,DIFF,"data -0x67e9f8,0x67ed38,0x67ed40,0x67ed78,0x67ed80 +-; imm -0x4,0x1c,0x1e,0x1f,0x20,0x30 +0x18,0x5f,0xffffff"
0042fe30,RaceEndFlagIfEndMode,RaceEndFlagIfEndMode,C4,frontend,MenuRaceEnd.cpp,PASS,same,data=1 ours=22B orig=21B
0042fe50,RaceEndAltFlagIfEndMode,RaceEndAltFlagIfEndMode,C4,frontend,MenuRaceEnd.cpp,PASS,same,data=1 ours=20B orig=21B
0042fe70,VehicleDword67ea80Get,VehicleDword67ea80Get,C4,vehicle,PromoLoop_round3.cpp,PASS,same,data=1 ours=6B orig=6B
0042fe80,GetRaceEndFlag,GetRaceEndFlag,C4,frontend,MenuInit.cpp,PASS,same,data=1 ours=6B orig=6B
0042fe90,MenuSpriteDispatchC,MenuSpriteDispatchC,C3,frontend,MenuSpriteDispatch.cpp,FAIL,DIFF,"data -0x67ed38,0x67ed78,0x898bec +0x898df4; imm -0x4,0x1c,0x1e,0x1f,0x24,0x48 +0x13,0x18,0x5f,0xffffff"
00430250,Search430250,FUN_00430250,C3,frontend,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=58B orig=53B
00430290,ChampionshipComplete,Championship::Complete,C4,save,CareerEvents.cpp,FAIL,DIFF,"data -0x7f0a40,0x7f0a6c,0x7f0a70,0x7f0a74,0x7f0a9c,0x7f0c88 +0x7f0a4c,0x7f0a64,0x7f0a7c,0x7f0c28,0x898ab0,0x899140; imm -0x5,0x10,0x120,0x26a +0xd,0x40,0x7f0a4"
00430670,MenuOrdinalToPlayerSlot,MenuOrdinalToPlayerSlot,C3,frontend,MenuOrdinalToPlayerSlot.cpp,PASS,same,data=5 ours=233B orig=229B
00430760,IsMultiplayerMode,IsMultiplayerMode,C3,frontend,MenuScoreGetters.cpp,PASS,same,data=1 ours=40B orig=39B
00430790,GetDat0067f17c,GetDat0067f17c,C3,util,SmallLeaves_o6.cpp,PASS,same,data=1 ours=6B orig=6B
004307a0,ElapsedVsThresholdCheck,ElapsedVsThresholdCheck,C3,frontend,SmallLeaves_n2.cpp,PASS,DIFF,"imm -0x1,0x2,0x8,0x3c,0x41 +0x4,0x10"
00430820,Global67ed6cGet,Global67ed6cGet,C3,util,PromoLoop_round27.cpp,PASS,same,data=1 ours=6B orig=6B
00430830,SplitScreenTrackAssignment,SplitScreenTrackAssignment,C3,frontend,MenuScoreSort.cpp,PASS,same,data=8 ours=132B orig=180B
00430910,MenuOptionSlotGet,MenuOptionSlotGet,C3,frontend,FrontendState.cpp,FAIL,DIFF,data -0x7f0a40 +-; imm --0x3 +-
004309b0,FrontendModeIndex,FrontendModeIndex,C3,frontend,FrontendMode.cpp,PASS,DIFF,imm --0x2 +-
00430a10,HudSlotTypePlayer0,HudSlotTypePlayer0,C4,frontend,SpriteGate.cpp,PASS,same,data=1 ours=44B orig=41B
00430a60,HudSlotTypePlayer1,HudSlotTypePlayer1,C4,frontend,SpriteGate.cpp,PASS,DIFF,imm --0x2 +-
00430ab0,HudSlotTypePlayer2,HudSlotTypePlayer2,C4,frontend,SpriteGate.cpp,PASS,DIFF,imm --0x2 +-
00430b00,TimeDisplaySetEntry,TimeDisplay::SetEntry,C3,util,UtilLeaves_ac.cpp,PASS,DIFF,imm -0x2 +-
00430b60,MenuSlotCount,MenuSlotCount,C3,frontend,FrontendState.cpp,PASS,DIFF,"imm -0x1,0xffffffff +-0x1"
00430b90,ProgressBarSetA,FUN_00430b90,C4,frontend,SpriteCluster.cpp,FAIL,DIFF,"data -0x67e9f8,0x67ed38,0x67ed78 +0x63b8fc; imm -0x2,0x4,0x1e,0x20,0x3c,0x41 +0x17,0x2080d8,0xffffff,0x3eaa7efa,0x41900000,0x43bb8000"
00431ae0,DefaultParam_SetField04,FUN_00431ae0,C4,boot,BootLowRvaCluster.cpp,PASS,same,data=1 ours=11B orig=11B
00431af0,DefaultParam_SetField08,FUN_00431af0,C4,boot,BootLowRvaCluster.cpp,PASS,same,data=1 ours=11B orig=11B
00431b00,DefaultParam_SetField00,FUN_00431b00,C4,boot,BootLowRvaCluster.cpp,PASS,same,data=1 ours=11B orig=11B
00431b10,BootParamSet2,BootParamSet2,C3,boot,PromoLoop_round12.cpp,PASS,same,data=1 ours=11B orig=11B
00431b20,SinGlobalProduct431b20,SinGlobalProduct431b20,C3,audio,SineOscillators.cpp,PASS,DIFF,imm -- +0x8
00431b30,Float67eaa8Get,Float67eaa8Get,C3,util,PromoLoop_round27.cpp,PASS,same,data=1 ours=7B orig=7B
00431b40,Set67eaa8,Set67eaa8,C3,boot,PromoLoop_round28.cpp,PASS,same,data=1 ours=10B orig=10B
00431b50,SinGlobalProduct431b50,SinGlobalProduct431b50,C3,util,SineOscillators.cpp,PASS,DIFF,imm -- +0x8
00431b60,SinGlobalProduct431b60,SinGlobalProduct431b60,C3,util,SineOscillators.cpp,PASS,DIFF,imm -- +0x8
00431b70,GetDat007f0f10,MenuFlagDat007f0f10Get,C3,frontend,BucketMixed_t3.cpp,PASS,same,data=1 ours=6B orig=6B
00431b70,MenuFlagDat007f0f10Get,MenuFlagDat007f0f10Get,C3,frontend,MenuLeaves_af5.cpp,PASS,same,data=1 ours=6B orig=6B
00431d70,CourseGetLeaderIndex,Course::GetLeaderIndex,C3,util,PromoLoop_round8.cpp,PASS,same,data=1 ours=6B orig=6B
00431d80,TiebreakFlagGet,TiebreakFlagGet,C3,frontend,SplashGameMode_t5.cpp,PASS,same,data=1 ours=6B orig=6B
00431d90,FrontendPanelFlagAdvance,FrontendPanelFlagAdvance,C3,frontend,BucketMixed_t3.cpp,PASS,DIFF,imm -0x0 +-
00431f30,FrontendPageIdDispatch,FrontendPageIdDispatch,C3,frontend,MenuLeaves_af6.cpp,PASS,same,data=18 ours=236B orig=227B
00431f30,FrontendPageFlagSet,FrontendPageIdDispatch,C3,frontend,SkeletonAndScatter_t6.cpp,PASS,same,data=18 ours=236B orig=227B
00432080,RaceEndCheckFinish,FUN_00432080,C3,vehicle,ReplayCluster.cpp,FAIL,DIFF,"data -0x7f108d,0x7f10d9,0x7f1125,0x7f1171,0x7f11bd,0x7f1209 +-; imm -0x10,0xffe +0x0,0x20,0x1000"
00432230,RecEq231,RecEq231,C3,audio,PromoLoop_round70.cpp,PASS,same,data=3 ours=35B orig=35B
00432260,RecEq232,RecEq232,C3,audio,PromoLoop_round70.cpp,PASS,same,data=3 ours=35B orig=35B
00432290,Trigger432290,Trigger432290,C3,util,PromoLoop_round73.cpp,PASS,DIFF,imm -- +0x0
004323c0,MenuCursorBack,MenuCursorBack,C3,frontend,FrontendNav.cpp,PASS,DIFF,"imm -- +-0x1,0x0,0xffffffff"
004325c0,MenuAnimTickTwin,FUN_004325c0,C4,frontend,MenuAnimTickTwin.cpp,PASS,DIFF,imm -- +0xc
00432ad0,MenuDimOverlayFadeStep,MenuDimOverlayFadeStep,C3,frontend,BucketMixed_t3.cpp,PASS,DIFF,imm -0x10 +0x1
00432b30,PromptStripTwin,MenuPromptStrip,C4,frontend,PromptStripTwin.cpp,FAIL,DIFF,"data -0x67e9f8,0x898ac4,0x898ad0,0x898ae8,0x898aec +-; imm --0x1,0x1,0x2,0x9,0xc,0x13 +0x10"
004331a0,RaceFinalizeOnce,RaceFinalizeOnce,C3,vehicle,ScenarioWriters_sa2s2.cpp,PASS,DIFF,imm -0x14 +0x0
00433240,RaceArmReset,FUN_00433240,C3,frontend,RaceArmReset.cpp,PASS,same,data=7 ours=93B orig=89B
00433f40,MenuModalRender,MenuModalRender,C3,frontend,MenuModal.cpp,PASS,DIFF,"imm -0x3,0x30,0x4c,0xdc,0xff,0x218 +0x14,0x208,0x202020,0xdcdcdc,0xffffff"
00436810,LocalPlayerSlotCheck,LocalPlayerSlotCheck,C3,frontend,MenuHelpers.cpp,FAIL,DIFF,"data -0x7f0a74,0x7f0a7c,0x7f0cb4,0x7f0cbc +0x7f0aa4,0x7f0aac; imm -0x120 +0x1"
00439210,LobbySlotListRender,FUN_00439210,C4,frontend,SpriteCluster.cpp,FAIL,DIFF,"data -0x67ea64,0x67f17c,0x67f184,0x7d3ff8,0x7f0a40,0x7f0a58 +-; imm -0x2,0x3,0x5,0x9,0xa,0xd +-0x1,0x30,0x11d,0xffffff,0x3f800000,0x41800000"
0043a610,AbilitySelectRender,AbilitySelectRender,C3,frontend,SetupScreenRenderers.cpp,FAIL,DIFF,"data -0x67e898 +0x67e897; imm --0x6,0x14,0x3a,0x40,0x48,0x4e +0x0,0x4,0x58,0x3a98,0x7661,0x894e"
0043aa30,TeamSelectRender,TeamSelectRender,C3,frontend,SetupScreenRenderers.cpp,FAIL,DIFF,"data -0x67e980,0x67e9c8 +0x67e97f,0x67e9c7; imm --0x6,0x14,0x3a,0x44,0x48,0x4e +0x4,0x74,0x3a98,0x7661,0x894e,0xa7eb"
0043aee0,MenuSlotFlagSetCurrent,MenuSlotFlagSetCurrent,C3,frontend,MenuLeaves_af4.cpp,FAIL,DIFF,"data -0x7f0a40 +-; imm -- +0x0,0x2a58c"
0043c000,TimerSlotTickDispatcher,TimerSlotTickDispatcher,C4,util,UtilMid.cpp,FAIL,DIFF,"data -0x67e7b0,0x67e7b4,0x67e7b8,0x67e7bc,0x67e7c0,0x67e7c4 +-; imm -0x44 +0x0,0xc"
0043c5b0,MenuDrawLoopTwin,MenuDrawLoop,C4,frontend,MenuDrawLoopTwin.cpp,FAIL,DIFF,"data -0x67ed40,0x67ed80,0x898aec,0x899104 +0x898ad0,0x89911c; imm --0x2,0xd,0x13,0x15,0x28,0x38 +0x18,0x20,0x82,0x1513,0x19fb6,0x40f8d0e8"
00442410,CameraSlotFieldPtrGet,CameraSlotFieldPtrGet,C3,camera,PromoLoop_round2.cpp,PASS,same,data=1 ours=14B orig=16B
00442420,CameraSlotFloatGet,CameraSlotFloatGet,C3,camera,PromoLoop_round2.cpp,PASS,same,data=1 ours=15B orig=17B
004425d0,UtilZeroTable8964c0,FUN_004425d0,C3,util,UtilLeaves_ab6.cpp,PASS,same,data=3 ours=45B orig=45B
00442c80,ModeGatedPlayerCheck,ModeGatedPlayerCheck,C4,util,UtilMid.cpp,PASS,DIFF,"imm -0x1,0x41 +-"
00442cc0,AiVehicleFloat4Get,AiVehicleFloat4Get,C3,ai,PromoLoop_round1.cpp,PASS,same,data=1 ours=24B orig=24B
00442df0,RaceFloat898980Get,RaceFloat898980Get,C3,vehicle,PromoLoop_round2.cpp,PASS,same,data=1 ours=7B orig=7B
00443080,AiTargetEnableGet,AiTargetEnableGet,C3,ai,PromoLoop_round26.cpp,PASS,same,data=1 ours=6B orig=6B
00443090,Ret897ff0,Ret897ff0,C3,world-objects,PromoLoop_round40.cpp,PASS,same,data=1 ours=6B orig=6B
004430a0,Util897fe0Set,Util897fe0Set,C3,util,PromoLoop_round8.cpp,PASS,same,data=1 ours=10B orig=10B
004430b0,Util897fe0Get,Util897fe0Get,C3,util,PromoLoop_round8.cpp,PASS,same,data=1 ours=6B orig=6B
00443300,AiSpline_Entry,FUN_00443300,C3,ai,AiSplineHooks.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004464c0,CameraEntryDispatchAll,CameraEntry::DispatchAll,C3,util,CameraEntryDispatch.cpp,PASS,same,data=2 ours=109B orig=92B
004495d0,GlobalFieldGet896278,GlobalFieldGet896278,C3,unknown,PromoLoop_round75.cpp,PASS,same,data=1 ours=12B orig=12B
00449880,Fill449880,FUN_00449880,C3,particle,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=43B orig=37B
0044c370,GlobalFieldGet896000,GlobalFieldGet896000,C3,render,PromoLoop_round76.cpp,PASS,same,data=1 ours=12B orig=12B
0044d6e0,Set684b34,Set684b34,C3,render,PromoLoop_round34.cpp,PASS,same,data=1 ours=10B orig=10B
0044dfe0,Ret50,Ret50,C3,audio,PromoLoop_round40.cpp,PASS,same,data=0 ours=6B orig=6B
0044dff0,ItemWorldPos44dff0,ItemWorldPos44dff0,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x40 +-
0044e020,FloatLt44e020,FloatLt44e020,C3,audio,PromoLoop_round75.cpp,PASS,DIFF,"imm -0x1,0x5 +-"
0044e050,FloatTable8900a8Get,FloatTable8900a8Get,C3,audio,PromoLoop_round43.cpp,PASS,same,data=1 ours=15B orig=17B
0044e070,DoubleIndexedFloatMul44e070,FUN_0044e070,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=3 ours=37B orig=39B
00450b10,HudIm2DQuad,HudIm2DQuad,C3,hud,DrawQuadPrimitives.cpp,FAIL,DIFF,"data -0x898a98 +0x898a30,0x898a44,0x898a48,0x898a4c,0x898a60,0x898a64; imm -0x1c +0xff00ff00"
00452160,PowerupTargetPtrGet,PowerupTargetPtrGet,C3,ai,PromoLoop_round28.cpp,PASS,same,data=1 ours=9B orig=9B
00452ea0,Table88ff50Get,Table88ff50Get,C3,ai,PromoLoop_round37.cpp,PASS,same,data=1 ours=12B orig=12B
00452eb0,PowerupRangeGet,PowerupRangeGet,C3,ai,PromoLoop_round27.cpp,PASS,same,data=1 ours=7B orig=7B
00453f30,Fill6870b4,Fill6870b4,C3,vehicle,PromoLoop_round74.cpp,PASS,same,data=2 ours=33B orig=33B
00454a30,Table688304Get,Table688304Get,C4,gameplay,PromoLoop_round47.cpp,PASS,same,data=1 ours=15B orig=15B
00455b40,PowerupTable6885e0Get,PowerupTable6885e0Get,C3,ai,PromoLoop_round30.cpp,PASS,same,data=1 ours=12B orig=14B
004576b0,AnyActive4576b0,AnyActive4576b0,C3,gameplay,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x68a254 +0x68a274,0x68a308; imm -0x2 +-"
00458f20,Set458f20,FUN_00458f20,C3,gameplay,PromoLoop_sessionB.cpp,FAIL,same,"data -0x68b198 +0x68b1b4,0x68b1b8"
00458f80,Init458f80,FUN_00458f80,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=27B orig=25B
00458fa0,TtlSet68b1b0,TtlSet68b1b0,C3,gameplay,PromoLoop_round71.cpp,PASS,DIFF,imm -0x19 +0x18
00459540,PoolJReset68ba00,PoolJReset68ba00,C3,gameplay,PromoLoop_round71.cpp,PASS,same,data=2 ours=26B orig=28B
0045a0d0,Table68ba04Get,Table68ba04Get,C3,gameplay,PromoLoop_round54.cpp,PASS,DIFF,imm -0x4 +0x3
0045a0f0,VehPwrState68ba00Get,VehPwrState68ba00Get,C3,ai,PromoLoop_round34.cpp,PASS,same,data=1 ours=27B orig=27B
0045a110,PtrGet68ba1c,PtrGet68ba1c,C3,gameplay,PromoLoop_round57.cpp,PASS,DIFF,imm -0x4 +0x3
0045b350,RwInitNullStub,RwInitNullStub,C3,render,DirectInput.cpp,PASS,same,data=0 ours=5B orig=1B
0045ba00,RaceResultIndexedStore,RaceResultIndexedStore,C3,frontend,SmallLeaves_n2.cpp,PASS,same,data=1 ours=16B orig=16B
0045baa0,Search45baa0_RegAbi,PowerupTypeLookup,C3,powerups,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x5f9998,0x5f9bd8 +-; imm -0x40 +0x4"
0045bfe0,Global80332cGet,Bezier::GetLocate,C3,util,PromoLoop_round31.cpp,PASS,same,data=1 ours=6B orig=6B
0045bff0,Pred45bff0,Pred45bff0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=20B orig=26B
0045c330,PredNot45c330,PredNot45c330,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=21B orig=19B
0045c480,UtilZeroScatter45c480,FUN_0045c480,C3,util,UtilLeaves_ab6.cpp,PASS,DIFF,imm -0x24 +0x0
0045c4e0,ArgSearch45c4e0,ArgSearch45c4e0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=36B orig=36B
0045c510,Match45c510,FUN_0045c510,C3,gameplay,PromoLoop_sessionB.cpp,FAIL,same,data -- +0x88f690
0045c640,Sel88fbc4,Sel88fbc4,C3,gameplay,PromoLoop_round60.cpp,PASS,same,data=10 ours=105B orig=97B
0045c7f0,Sub45c7f0,FUN_0045c7f0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=24B orig=19B
0045c810,Inc45c810,FUN_0045c810,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=12B orig=7B
0045c850,Table88f09cClear,Table88f09cClear,C3,gameplay,PromoLoop_round47.cpp,PASS,same,data=1 ours=16B orig=16B
0045c860,Clear88f0a0x4,Clear88f0a0x4,C3,gameplay,PromoLoop_round55.cpp,PASS,DIFF,imm -- +0x0
0045ca30,FloatClamp3Level45ca30,FUN_0045ca30,C3,gameplay,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x88f670 +0x88f5e4,0x88f5e8,0x88f5ec,0x88f5f0,0x88f5f4; imm -0x4,0x6,0x41 +-"
0045cab0,SlotAliveState45cab0,SlotAliveState45cab0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=66B orig=62B
0045caf0,EqPredicate7f1a18,EqPredicate7f1a18,C4,gameplay,PromoLoop_round58.cpp,PASS,DIFF,imm -0x1 +0x2
0045db50,FloatSliderStep,FloatSliderStep,C3,util,FloatSliderStep.cpp,PASS,DIFF,"imm -- +0x1,0x2"
0045dbe0,Slider2_Entry,FloatSlider2Adjust,C3,util,FloatSlider2SelfTest.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
0045dd50,Table8aa300Get,Table8aa300Get,C4,gameplay,PromoLoop_round37.cpp,PASS,same,data=1 ours=12B orig=12B
0045df70,FloatStep45df70,FloatStep45df70,C3,util,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x5,0x41 +-"
00461e90,SurfaceCodeClassify,FUN_00461e90,C3,gameplay,GameplayLeaves_ad3.cpp,PASS,DIFF,"imm -- +0xff804041,0xff80c801,0xffb48081"
00462500,Set603868_1,Set603868_1,C3,track,PromoLoop_round29.cpp,PASS,same,data=1 ours=11B orig=11B
00462510,Set603868_0,Set603868_0,C3,track,PromoLoop_round29.cpp,PASS,same,data=1 ours=11B orig=11B
004625b0,AudioCharacterBankPathsBuild,AudioCharacterBankPathsBuild,C3,audio,AudioCharacterBankPaths.cpp,FAIL,DIFF,"data -0x6041f0 +0x690458; imm -0x2,0x3,0x7,0x8,0x300 +-0x80,0x14"
00462760,Pred462760,FUN_00462760,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=85B orig=79B
004627b0,AudioStateActive,AudioStateActive,C3,audio,PromoLoop_round72.cpp,PASS,DIFF,"imm -0x6 +-0x2,0x5"
004671c0,GetOverlayCamera,GetOverlayCamera,C3,render,BatchAB_s1.cpp,PASS,same,data=1 ours=6B orig=6B
00467300,VehicleCollisionWinTrigger,VehicleCollisionWinTrigger,C3,vehicle,Damage.cpp,PASS,same,data=4 ours=74B orig=74B
00467650,A6a_Entry,VehicleWheelDrivetrainUpdate,C4,vehicle,PhysicsChainHooks.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
00468980,A6b_Entry,VehicleAeroStabilizer,C4,vehicle,PhysicsChainHooks.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
00468b40,VehicleContactHistoryLookup,VehicleContactHistoryLookup,C3,vehicle,VehicleState.cpp,PASS,DIFF,"imm -0x20 +0x0,0x1f"
0046b1c0,VehicleSlotAabbExpand,VehicleSlotAabbExpand,C3,vehicle,VehicleSlotAabbExpand.cpp,PASS,same,data=1 ours=820B orig=810B
0046b4f0,UtilTableRead46b4f0,FUN_0046b4f0,C3,util,UtilLeaves_ab6.cpp,FAIL,same,data -- +0x881600
0046b540,A3_Entry,VehicleSpawnInit,C4,vehicle,PhysicsChainHooks.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
0046baa0,VehiclePhysicsStateReset,FUN_0046baa0,C3,util,PromoLoop_round80.cpp,FAIL,DIFF,"data -- +0x8815b4,0x8815b8,0x8815bc,0x8815c0,0x8815c4,0x8815c8; imm -0xc,0x40 +0x0,0xf"
0046bce0,VehicleVec3At94Get,FUN_0046bce0,C4,gameplay,GameplayLeaves_ad3.cpp,PASS,DIFF,imm -0x10 +0xf
0046bd20,VehTbl8820a0Get3,VehTbl8820a0Get3,C4,gameplay,PromoLoop_round56.cpp,PASS,DIFF,imm -0x10 +0xf
0046bd60,Idx2Wheel881744Get,Idx2Wheel881744Get,C3,gameplay,PromoLoop_round56.cpp,PASS,DIFF,imm -0x11 +-
0046bda0,IndexedFloatAccum16_46bda0,FUN_0046bda0,C4,gameplay,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x8815a0 +0x881750; imm -0x2,0x20,0xd04 +-"
0046be10,Write46be10,FUN_0046be10,C3,gameplay,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x1 +-
0046c570,VehicleDampVec3,VehicleDampVec3,C3,vehicle,MiscDamping.cpp,FAIL,DIFF,"data -0x8815a0 +0x881f50,0x881f54,0x881f58; imm -0xd04 +0x341"
0046c5c0,VehicleSlotInit,VehicleSlotInit,C3,frontend,SmallLeaves_n2.cpp,FAIL,DIFF,"data -0x8815a0 +0x8815a4,0x8820b0; imm -0x10 +0xf,0x341"
0046c6d0,VehicleEntitySlotRead,VehicleEntitySlotRead,C3,vehicle,VehicleState.cpp,PASS,DIFF,imm -0x10 +0xf
0046c700,EntityScoreFieldAdd,EntityScoreFieldAdd,C3,frontend,SplashGameMode_t5.cpp,PASS,DIFF,imm -0x10 +0xf
0046c730,EntityDamageStateGet,Table882198Get,C3,ai,PromoLoop_round10.cpp,PASS,same,data=1 ours=25B orig=25B
0046c730,Table882198Get,Table882198Get,C3,ai,PromoLoop_round38.cpp,PASS,same,data=1 ours=25B orig=25B
0046c750,EntityVelocityCounterGet,Table882194Get,C3,ai,PromoLoop_round10.cpp,PASS,same,data=1 ours=25B orig=25B
0046c750,Table882194Get,Table882194Get,C3,ai,PromoLoop_round38.cpp,PASS,same,data=1 ours=25B orig=25B
0046c770,VehicleDestructionStateGetter,VehicleDestructionStateGetter,C3,vehicle,VehicleState.cpp,PASS,DIFF,imm -0x10 +0xf
0046c790,VehicleSlotFieldSet,VehicleSlotFieldSet,C3,frontend,SmallLeaves_n2.cpp,PASS,DIFF,"imm -0x10,0xd04 +0xf,0x341"
0046c7b0,VehicleSlotGetter,VehicleSlotGetter,C4,vehicle,VehicleState.cpp,PASS,DIFF,imm -0x10 +0xf
0046cbb0,CarStatePairGet,CarStatePairGet,C4,vehicle,PromoLoop_round25.cpp,PASS,same,data=2 ours=48B orig=48B
0046cbb0,VehicleCarStateRead,CarStatePairGet,C4,vehicle,VehicleState.cpp,PASS,DIFF,imm -0x10 +0xf
0046cbe0,VehicleSpinoutStateSet,VehicleCarStateSet,C3,vehicle,Physics.cpp,PASS,DIFF,imm -0x10 +0xf
0046cbe0,VehicleCarStateSet,VehicleCarStateSet,C3,vehicle,SmallLeaves_o5.cpp,PASS,DIFF,"imm -0x10 +0xf,0x341"
0046cc10,VehicleFloatFieldAsInt,VehicleFloatFieldAsInt,C3,ai,VehicleFloatFieldAsInt.cpp,PASS,DIFF,imm -- +0x4
0046d2e0,WheelGet46d2e0,WheelGet46d2e0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x11 +-
