rva,symbol,name,conf,subsystem,file,verdict,imm,detail
004996f0,WindowShow,WindowShow,C3,boot,Window.cpp,PASS,same,data=1 ours=27B orig=32B
00499710,Global7e9584Get,Global7e9584Get,C3,render,PromoLoop_round32.cpp,PASS,same,data=1 ours=6B orig=6B
00499720,GetInputHinst,GetInputHinst,C3,input,DirectInput.cpp,PASS,same,data=1 ours=10B orig=6B
00499730,BootPtr773818Get,BootPtr773818Get,C3,boot,PromoLoop_round7.cpp,PASS,same,data=1 ours=6B orig=6B
00499740,SetControlTextFromResource_i3,SetControlTextFromResource_i3,C4,save,SettingsAndIO.cpp,FAIL,DIFF,"data -0x7e9580 +-; imm -0x100,0x104 +-"
004997b0,Win32ResourceLoader,FUN_004997b0,C4,util,D3D9Helpers_q5.cpp,PASS,same,data=0 ours=102B orig=102B
0049a2e0,Set77396c,Set77396c,C3,render,PromoLoop_round28.cpp,PASS,same,data=1 ours=10B orig=10B
0049a740,Set773978,Set773978,C3,render,PromoLoop_round28.cpp,PASS,same,data=1 ours=10B orig=10B
0049c690,ComField14Get,FUN_0049c690,C3,particle,ParticleLeaves_ad4.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
0049c800,Zero49c800,FUN_0049c800,C3,particle,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=8B orig=8B
0049da90,Sqrt49da90,FUN_0049da90,C3,particle,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x4 +-
0049f180,ComRefRelease14,FUN_0049f180,C3,particle,ParticleLeaves_ad4.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
0049f2b0,ComRefRelease10,FUN_0049f2b0,C3,particle,ParticleLeaves_ad4.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
0049fa40,ConstZeroRet_0049fa40,FUN_0049fa40,C3,particle,ParticleLeaves_ad5.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004a1790,ComReleaseThunk,FUN_004a1790,C3,util,UtilLeaves_ab6.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004a2c48,FPURound_4a2c48,FUN_004a2c48,C3,frontend,FPURound.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004a31b1,CrtExitProcess_j5,CrtExitProcess_j5,C3,boot,Boot.cpp,PASS,DIFF,imm -- +0x4
004a31f3,CrtPreInit,CrtPreInit,C3,boot,CrtStartup.cpp,PASS,same,data=5 ours=89B orig=101B
004a3258,CrtExitCore,CrtExitCore,C3,boot,CrtStartup.cpp,FAIL,DIFF,data -0x8ab6cc +-; imm -- +-0x4
004a332b,CrtExitNoReturn_j5,CrtExitNoReturn_j5,C3,boot,Boot.cpp,PASS,same,data=0 ours=19B orig=17B
004a334d,CrtExitNormal_j5,CrtExitNormal_j5,C3,boot,Boot.cpp,PASS,same,data=0 ours=17B orig=15B
004a3440,CrtStackProbe,CrtStackProbe,C3,boot,CrtCompilerSupport.cpp,PASS,DIFF,imm -0x4 +0x0
004a4541,FsopenSafe,FsopenSafe,C4,save,FsOpen.cpp,PASS,same,data=0 ours=19B orig=19B
004a4b93,CrtFastErrorExit,CrtFastErrorExit,C3,boot,CrtCompilerSupport.cpp,PASS,DIFF,imm -- +0x4
004a78b0,CrtPreInitLoop,CrtPreInitLoop,C3,boot,CrtInit.cpp,PASS,DIFF,"imm -0x4,0xc,0xffffffff +-"
004abc53,CrtSetEnvp,__setenvp,C3,boot,CrtEnvArgv.cpp,SKIP,,no obj (TU not in this target's list)
004abf28,CrtGetEnvStrings,___crtGetEnvironmentStringsA,C3,boot,CrtEnvArgv.cpp,SKIP,,no obj (TU not in this target's list)
004b3b70,FileReadWrapper_i3,FileReadWrapper_i3,C4,save,SettingsAndIO.cpp,PASS,same,data=0 ours=64B orig=61B
004b3bb0,FileWriteWrapper_i3,FileWriteWrapper_i3,C4,save,SettingsAndIO.cpp,PASS,same,data=0 ours=59B orig=55B
004b40c0,RenderElemArrayCopy,FUN_004b40c0,C3,render,RenderLeaves_ae2.cpp,PASS,DIFF,"imm -- +0x4,0xc"
004b4130,Thunk4b4130,FUN_004b4130,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=18B orig=16B
004b4140,RenderElemArrayCopyAll,FUN_004b4140,C3,render,ElemArrayCopyAll.cpp,PASS,same,data=0 ours=18B orig=16B
004b4550,Vec3Centroid,Vec3Centroid,C3,util,Vec3Centroid.cpp,PASS,same,data=0 ours=248B orig=247B
004b4650,Vec3Lerp,FUN_004b4650,C3,render,PromoLoop_round22.cpp,PASS,same,data=0 ours=117B orig=91B
004b4650,Lerp4b4650,FUN_004b4650,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=91B orig=91B
004b46b0,Vec3Equal,FUN_004b46b0,C3,render,RenderLeaves_ae1.cpp,PASS,same,data=0 ours=60B orig=54B
004b5240,Or4b5240,FUN_004b5240,C3,vehicle,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0xfb +0x0
004b52c0,Or4b52c0,FUN_004b52c0,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004b52f0,Thunk4b52f0,FUN_004b52f0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=18B orig=16B
004b6480,BitArrayClear,BitArrayClear,C3,util,DirectInput.cpp,PASS,DIFF,"imm -0x2 +0x0,0x4,0x5,0x1f,0x20"
004b64e0,MemsetInline,FUN_004b64e0,C3,util,MemsetInline_ag1.cpp,PASS,DIFF,"imm -0x10 +0x4,0x8,0xc,0xfffffffc"
004b6520,ZeroFillWrapper,ZeroFillWrapper,C3,util,PromoLoop_sessionB.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004b6560,BootGlobalPairSetThunk,BootGlobalPairSetThunk,C3,boot,PromoLoop_round6.cpp,PASS,same,data=0 ours=7B orig=5B
004b65a0,Global7d3e4cGetThunk,Global7d3e4cGetThunk,C3,vehicle,PromoLoop_round30.cpp,FAIL,same,data -- +0x7d3e4c
004b65c0,Copy4b65c0,FUN_004b65c0,C3,render,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -- +0x8ad888; imm -- +0x1,0xc,0x20ac"
004b65e0,PizGlobalsZero6,FUN_004b65e0,C3,render,RenderLeaves_ae3.cpp,PASS,DIFF,imm -- +0x0
004b6610,BootGlobalPairSet,BootGlobalPairSet,C3,boot,PromoLoop_round6.cpp,PASS,same,data=2 ours=19B orig=20B
004b6700,Zero4b6700,FUN_004b6700,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=11B orig=11B
004b68e0,Global7d3e4cGet,Global7d3e4cGet,C3,render,PromoLoop_round30.cpp,PASS,same,data=1 ours=6B orig=6B
004b6b00,StoreEaxAtEcx,StoreEaxAtEcx,C3,render,StoreEaxAtEcx.cpp,PASS,same,data=0 ours=3B orig=3B
004b7020,Tbl4b7020,FUN_004b7020,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=23B orig=23B
004b9540,Tbl4b9540,FUN_004b9540,C3,third-party-library[lua-4.0],PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x4
004c0b10,RwAtomicDirtyFlagGet,FUN_004c0b10,C3,render,RwAtomicDirtyFlag.cpp,PASS,same,data=0 ours=18B orig=17B
004c0e50,DllHeadInsert4c0e50,FUN_004c0e50,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x8,0xbc +-"
004c19f0,RwVtableSlot07Call,RwVtableSlot07Call,C3,frontend,FrameDispatch.cpp,PASS,same,data=0 ours=9B orig=11B
004c1a00,IntroSplashVtableSlot6,IntroSplashVtableSlot6,C3,frontend,IntroSplash.cpp,PASS,same,data=0 ours=11B orig=11B
004c1bb0,IntroSplashRenderState,IntroSplashRenderState,C3,frontend,IntroSplash.cpp,PASS,same,data=1 ours=37B orig=40B
004c1c80,ViewportDimsSet,FUN_004c1c80,C3,hud,ViewportDimsSet_ag.cpp,PASS,same,data=0 ours=78B orig=64B
004c2d70,RwPluginRegistryFrozen,RwPluginRegistryFrozen,C4,render,RwPluginHelpers_o3.cpp,PASS,same,data=1 ours=6B orig=6B
004c2de0,RwEngineGetNumSubSystems,RwEngineGetNumSubSystems,C3,render,RwPluginHelpers_q1.cpp,PASS,same,data=1 ours=44B orig=43B
004c2e10,RwEngineGetSubSystemInfo,RwEngineGetSubSystemInfo,C3,render,RwPluginHelpers_q1.cpp,PASS,same,data=1 ours=40B orig=43B
004c2e40,RwEngineGetCurrentSubSystem,RwEngineGetCurrentSubSystem,C3,render,RwPluginHelpers_q1.cpp,PASS,DIFF,imm -0x14 +0x18
004c2e70,RwEngineSetSubSystem,RwEngineSetSubSystem,C3,render,RwPluginHelpers_o3.cpp,PASS,same,data=1 ours=36B orig=36B
004c2ea0,RwEngineGetNumVideoModes,RwEngineGetNumVideoModes,C3,render,RwPluginHelpers_q1.cpp,PASS,DIFF,imm -0x14 +0x18
004c2ed0,RwEngineGetModeInfo,RwEngineGetModeInfo,C3,render,RwPluginHelpers_o3.cpp,PASS,same,data=1 ours=40B orig=43B
004c2f00,RwEngineGetCurrentMode,RwEngineGetCurrentMode,C4,render,VideoConfig.cpp,PASS,DIFF,imm -0x14 +0x18
004c2f30,RwEngineSetVideoMode,RwEngineSetVideoMode,C3,render,RwPluginHelpers_o3.cpp,PASS,same,data=1 ours=36B orig=36B
004c3730,RwV3dTransformPoint,RwV3dTransformPoint,C4,render,RwV3dTransform.cpp,PASS,same,data=0 ours=142B orig=150B
004c3880,RwV3dTransformVector,RwV3dTransformVector,C4,render,RwV3dTransform.cpp,PASS,same,data=0 ours=127B orig=133B
004c3910,Vec3NormalizeScale,Vec3NormalizeScale,C3,render,Vec3NormalizeScale.cpp,PASS,same,data=2 ours=151B orig=149B
004c39b0,RwV3dNormalize,RwV3dNormalize,C4,render,RwV3dNormalize.cpp,FAIL,DIFF,"data -0x7d3ff8,0x7d3ffc +-; imm -0x41 +0x0,0x2,0x4,0x14,0x20,0xfffffff8"
004c3ac0,Vec3Magnitude,Vec3Magnitude,C4,util,Vec3.cpp,PASS,DIFF,"imm -- +0x0,0x3,0x4,0x8,0x20,0x4000"
004c3b30,FastSqrt,FastSqrt,C4,util,RwSqrt.cpp,FAIL,DIFF,"data -0x7d3ff8,0x7d3ffc +-; imm -- +0x0,0x4,0x10,0xfffffff8"
004c3b90,FastInvSqrt,FastInvSqrt,C4,util,RwSqrt.cpp,FAIL,DIFF,"data -0x7d3ff8,0x7d3ffc +-; imm -- +0x4,0x10,0xfffffff8"
004c3bf0,Vec2Length,Vec2Length,C4,render,RwV2d.cpp,FAIL,DIFF,"data -0x7d3ff8,0x7d3ffc +-; imm -0x800 +0x0,0x4,0x10,0xfffffff8"
004c3c60,Vec2Normalize,Vec2Normalize,C4,render,RwV2d.cpp,FAIL,DIFF,"data -0x7d3ff8,0x7d3ffc +-; imm -0x41 +0x0,0x2,0x4,0x14,0x20,0xfffffff8"
004c3df0,RwV3dTransformPoints,RwV3dTransformPoints,C4,render,RwV3dTransformPoints.cpp,PASS,same,data=2 ours=41B orig=43B
004c4270,MatrixOrthoResidual4c4270,MatrixOrthoResidual4c4270,C3,render,MatrixOrthoResidual.cpp,PASS,DIFF,imm -- +0x8
004c42d0,MatrixNormResidual4c42d0,MatrixNormResidual4c42d0,C3,render,MatrixOrthoResidual.cpp,PASS,DIFF,imm -- +0x8
004c4360,MatrixIdentityResidual4c4360,MatrixIdentityResidual4c4360,C3,render,MatrixOrthoResidual.cpp,PASS,DIFF,imm -0x18 +0x8
004c45f0,And4c45f0,FUN_004c45f0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=12B orig=12B
004c4a50,RwMatrixRotateInner,RwMatrixRotateInner,C4,render,RwMatrixRotateInner.cpp,PASS,DIFF,"imm -0x10,0xa4 +0x2,0x40,0xb4,0x3f800000"
004c4d20,RwMatrixRotate,RwMatrixRotate,C4,render,RwMatrixRotate.cpp,PASS,DIFF,"imm -0xc +0x0,0x10,0x20,0x24,0x3f800000"
004c4dc0,RwMatrixInvertEntry,RwMatrixInvertEntry,C3,util,RwMatrixInvert.cpp,PASS,same,data=2 ours=227B orig=225B
004c4eb0,RwMatrixInvert,RwMatrixInvert_CofactorPath,C3,render,RwMatrixInvert.cpp,PASS,same,data=0 ours=339B orig=338B
004c5010,RwMatrixScale,RwMatrixScale,C4,render,RwMatrixScale.cpp,FAIL,DIFF,"data -0x61811c +-; imm -0x8,0xc,0x80000003 +0x2"
004c5800,RwTexDictionarySetCurrent,FUN_004c5800,C4,render,TextureLoaderCluster.cpp,PASS,same,data=2 ours=26B orig=26B
004c5820,RwTexDictionaryGetCurrent,FUN_004c5820,C4,render,TextureLoaderCluster.cpp,PASS,same,data=2 ours=16B orig=16B
004c5830,Set4c5830,FUN_004c5830,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=26B orig=26B
004c5850,Get4c5850,FUN_004c5850,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=16B orig=16B
004c5890,RwTexDictionaryCreate,RwTexDictionaryCreate,C3,render,TextureLoader_q6.cpp,PASS,DIFF,imm -- +0x0
004c5ae0,RwTextureSetName,RwTextureSetName,C3,render,TextureLoaderCluster.cpp,PASS,same,data=1 ours=114B orig=110B
004c5b50,RwTextureSetMaskName,RwTextureSetMaskName,C3,render,TextureLoaderCluster.cpp,PASS,same,data=1 ours=114B orig=110B
004c5bc0,Insert4c5bc0,FUN_004c5bc0,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x8 +0x0
004c5c00,LinkedListStringSearch,FUN_004c5c00,C3,frontend,SpriteCluster.cpp,PASS,DIFF,"imm -0x7a,0xe0 +0x19,0x20"
004c5c00,Search4c5c00,FUN_004c5c00,C3,frontend,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=115B orig=115B
004c5c80,Set4c5c80,FUN_004c5c80,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=21B orig=21B
004c5ca0,Get4c5ca0,FUN_004c5ca0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=16B orig=16B
004c75c0,Get4c75c0,FUN_004c75c0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=25B orig=22B
004c75e0,ViewportOriginGetter,ViewportOriginGetter,C3,frontend,SplashGameMode_t5.cpp,PASS,same,data=0 ours=27B orig=27B
004c7600,RasterUnlock_Entry,RasterUnlock,C3,render,RasterDeviceWrappers.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004c76f0,RasterCanLock_Entry,RasterCanLock,C3,render,RasterDeviceWrappers.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004c7860,RasterMipLock_Entry,RasterMipLock,C3,render,RasterDeviceWrappers.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004c8650,rwD3D9RenderStateCacheInvalidate,rwD3D9RenderStateCacheInvalidate,C3,render,D3D9Helpers_p4.cpp,FAIL,DIFF,"data -0x7d40c0,0x7d40c8 +-; imm -0x10,0x40 +0x0,0x1,0x4"
004c9eb0,DeviceModeBestBelowSet,DeviceModeBestBelowSet,C3,render,PromoLoop_round16.cpp,PASS,DIFF,imm -0x10 +0x14
004c9f50,RwGlobal7d4134Set,RwGlobal7d4134Set,C3,render,PromoLoop_round6.cpp,PASS,same,data=1 ours=10B orig=10B
004cae90,RwCapsBlockPtrGet,RwCapsBlockPtrGet,C3,render,PromoLoop_round11.cpp,PASS,same,data=1 ours=6B orig=6B
004cb740,StructTagEquals4cb740,FUN_004cb740,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -- +0x2,0x3"
004cbb50,RwComReleaseThunk,RwComReleaseThunk,C3,render,RwComReleaseThunk.cpp,PASS,same,data=0 ours=13B orig=11B
004cbb60,GetRenderStateBlockPtr,GetRenderStateBlockPtr,C3,render,BatchAB_s1.cpp,PASS,same,data=1 ours=6B orig=6B
004cbb70,Inside4cbb70,FUN_004cbb70,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=82B orig=82B
004cbc60,RwGlobal7d4598Set,RwGlobal7d4598Set,C3,render,PromoLoop_round3.cpp,PASS,same,data=1 ours=10B orig=10B
004cbc70,RwGlobal7d4598Get,RwGlobal7d4598Get,C3,render,PromoLoop_round3.cpp,PASS,same,data=1 ours=6B orig=6B
004cbc80,RwGlobal7d459cSet,RwGlobal7d459cSet,C3,render,PromoLoop_round3.cpp,PASS,same,data=1 ours=10B orig=10B
004cbc90,RwGlobal7d459cGet,RwGlobal7d459cGet,C3,render,PromoLoop_round26.cpp,PASS,same,data=1 ours=6B orig=6B
004cbd30,RwStreamRead,RwStreamRead,C3,render,TextureLoader_q6.cpp,PASS,DIFF,"imm -0x2,0x4,0x5,0x8,0xe,0x8000001a +-"
004cbe80,RwStreamWrite_s2,RwStreamWrite,C4,save,RwStream.cpp,PASS,DIFF,"imm -- +0x0,0x4,0x1ff"
004cc050,RwStreamSkip,RwStreamSkip,C3,render,TextureLoader_q6.cpp,PASS,DIFF,"imm -0x4,0x5,0xe +-"
004cc6e0,RwStreamWriteChunked,FUN_004cc6e0,C4,render,D3D9Helpers_q5.cpp,PASS,DIFF,"imm -0x2,0x3,0xc +0x18,0x104"
004cc770,RwStreamWriteBytes,FUN_004cc770,C4,render,RwStreamWriteBytes.cpp,PASS,same,data=0 ours=25B orig=28B
004cc7e0,RwGlobal6182b0Set,RwGlobal6182b0Set,C3,render,PromoLoop_round8.cpp,PASS,same,data=1 ours=10B orig=10B
004cd060,AllocatorSlotGet,AllocatorSlotGet,C4,render,RenderSubmit_o4.cpp,PASS,same,data=1 ours=11B orig=11B
004cd140,RwRenderCommandBufferReset,RwRenderCommandBufferReset,C3,render,RenderSubmit_o4.cpp,PASS,DIFF,imm -0xf +0x0
004cde50,PixelMaxAlpha4cde50,FUN_004cde50,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x0 +0x2
004ceaf0,Blit4ceaf0,FUN_004ceaf0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=162B orig=162B
004cfee0,RasterPluginByteGet,RasterPluginByteGet,C3,render,StateBatchGetters.cpp,PASS,same,data=1 ours=24B orig=28B
004cff00,RpMaterialReflectivityGet,FUN_004cff00,C3,render,RpMaterialNibble_wf1.cpp,PASS,same,data=1 ours=19B orig=18B
004d40c0,GetPipelinePtr,GetPipelinePtr,C3,render,BatchAB_s1.cpp,PASS,same,data=1 ours=6B orig=6B
004d5310,RasterImageCopy_Entry,RasterImageCopy,C3,render,RasterDeviceWrappers.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004d5340,RasterLockRead_Entry,RasterLockRead,C3,render,RasterDeviceWrappers.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
004d53b0,D3d9State_Flush,D3d9State_Flush,C3,render,D3d9StateCache.cpp,PASS,DIFF,imm -- +0x0
004d5480,Mark4d5480,FUN_004d5480,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004d54d0,Get4d54d0,FUN_004d54d0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=18B orig=18B
004d54f0,Set4d54f0,FUN_004d54f0,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x3 +0x0
004d5570,D3d9State_SetSampler,D3d9State_SetSampler,C3,render,D3d9StateCache.cpp,PASS,same,data=2 ours=64B orig=63B
004d6910,D3d9State_Get,D3d9State_Get,C3,render,D3d9StateCache.cpp,PASS,same,data=26 ours=512B orig=517B
004d6b90,D3d9State_SetStage0Filter,D3d9State_SetStage0Filter,C3,render,D3d9StateCache.cpp,PASS,same,data=7 ours=187B orig=176B
004d6c40,Set4d6c40,FUN_004d6c40,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004d6c90,Set4d6c90,FUN_004d6c90,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004d6e60,TexStageCacheGet,TexStageCacheGet,C3,render,PromoLoop_round12.cpp,PASS,same,data=1 ours=15B orig=15B
004d7100,EventEnqueueCascade4d7100,FUN_004d7100,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004d7200,RenderState_SetOpcode34,FUN_004d7200,C3,render,RenderStateSettersA.cpp,PASS,DIFF,imm -- +0x0
004d7250,RenderState_SetOpcode35,FUN_004d7250,C3,render,RenderStateSettersA.cpp,PASS,DIFF,imm -- +0x0
004d72a0,RenderState_SetOpcode36,FUN_004d72a0,C3,render,RenderStateSettersA.cpp,PASS,DIFF,imm -- +0x0
004d72f0,RenderState_SetOpcode37,FUN_004d72f0,C3,render,RenderStateSettersA.cpp,PASS,DIFF,imm -- +0x0
004d7340,RenderState_SetOpcode38,FUN_004d7340,C3,render,RenderStateSettersA.cpp,PASS,DIFF,imm -- +0x0
004d7390,RenderStateSetOpcode39,FUN_004d7390,C3,render,RenderStateSettersB.cpp,PASS,DIFF,imm -- +0x0
004d73e0,RenderStateSetOpcode3a,FUN_004d73e0,C3,render,RenderStateSettersB.cpp,PASS,DIFF,imm -- +0x0
004d7430,RenderStateSetOpcode3b,FUN_004d7430,C3,render,RenderStateSettersB.cpp,PASS,DIFF,imm -- +0x0
004d7ac0,D3d9State_FogBlendToggle,D3d9State_FogBlendToggle,C3,render,D3d9StateCache.cpp,PASS,DIFF,imm -- +0x0
004d7bc0,TextureStateSetFilterMode,FUN_004d7bc0,C3,render,RenderStateSettersB.cpp,PASS,DIFF,imm -- +0x0
004d7c10,TextureStateSetAddressMode,FUN_004d7c10,C3,render,RenderStateSettersB.cpp,PASS,DIFF,imm -- +0x0
004d7db0,RwPluginExtensionSlotGet,RwPluginExtensionSlotGet,C3,render,BatchAB_s6.cpp,PASS,same,data=0 ours=35B orig=34B
004d7ff0,RwIdentityPassthrough,RwIdentityPassthrough,C3,render,HighAB3Helpers_p6.cpp,PASS,same,data=0 ours=5B orig=5B
004d8480,RwErrSlotWrite,RwErrSlotWrite,C3,render,HighAB3Helpers_p6.cpp,PASS,same,data=2 ours=68B orig=86B
004d8560,UtilReturnOne4d8560,FUN_004d8560,C3,util,UtilLeaves_ab6.cpp,PASS,same,data=0 ours=6B orig=6B
004d8570,EngineRegisterFuncs4d8570,RwEngineRegisterStringFunctions,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x8
004d8680,RwStricmp,RwStricmp,C3,render,RwStricmp.cpp,PASS,DIFF,imm -0x5a +0x19
004d86d0,RwStrupr,RwStrupr,C3,render,RwStrCase.cpp,SKIP,,no Ghidra bounds for RVA
004d8700,RwStrlwr,RwStrlwr,C3,render,RwStrCase.cpp,SKIP,,no Ghidra bounds for RVA
004d8730,RwStrchr,RwStrchr,C3,render,RwStrSearch.cpp,SKIP,,no Ghidra bounds for RVA
004d8750,RwStrrchr,RwStrrchr,C3,render,RwStrSearch.cpp,SKIP,,no Ghidra bounds for RVA
004d8770,RwStringGetSizeAligned,RwStringGetSizeAligned,C3,render,RwString.cpp,PASS,DIFF,imm -0xfc +0xfffffffc
004d8c40,DllMergeSwap4d8c40,FUN_004d8c40,C3,frontend,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=126B orig=118B
004d9360,PaletteStatsAccumulate,PaletteStatsAccumulate,C3,render,PaletteQuantizer.cpp,PASS,same,data=1 ours=314B orig=309B
004d9a60,PaletteMeanToRgba,PaletteMeanToRgba,C3,render,PaletteQuantizer.cpp,PASS,same,data=0 ours=327B orig=320B
004d9ee0,PaletteStatsCombine,PaletteStatsCombine,C3,render,PaletteQuantizer.cpp,PASS,same,data=0 ours=281B orig=277B
004daa00,Trie4daa00,FUN_004daa00,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -- +0x1,0xffffff00"
004dcf90,rwD3D9CheckMMX,rwD3D9CheckMMX,C3,render,D3D9Helpers_p4.cpp,PASS,DIFF,"imm -- +0x15,0x18"
004dcff0,rwD3D9CheckSSE_SSE2,rwD3D9CheckSSE_SSE2,C3,render,D3D9Helpers_p4.cpp,PASS,DIFF,"imm -- +0x15,0x18"
004dd050,rwD3D9CheckSSE2,rwD3D9CheckSSE2,C3,render,D3D9Helpers_p4.cpp,PASS,DIFF,"imm -- +0x15,0x18"
004df8d0,PixEncode1555,PixEncode1555,C3,render,BatchAB_s3.cpp,PASS,DIFF,imm -- +0x8
004df910,PixEncode4444,PixEncode4444,C3,render,BatchAB_s3.cpp,PASS,same,data=0 ours=52B orig=50B
004df950,PixEncodeA8R3G3B2,PixEncodeA8R3G3B2,C3,render,BatchAB_s3.cpp,PASS,DIFF,imm -- +0x8
004df980,PixEncodeX4R4G4B4,PixEncodeX4R4G4B4,C3,render,BatchAB_s3.cpp,PASS,DIFF,imm -0xf +0xf0000
004df9b0,PixEncodeR6G5B5,FUN_004df9b0,C3,render,BatchAB_s3.cpp,PASS,same,data=0 ours=40B orig=39B
004df9e0,PixEncodeX8R8G8B8,PixEncodeX8R8G8B8,C3,render,BatchAB_s3.cpp,PASS,same,data=0 ours=31B orig=34B
004dfa10,RgbPackEncoder4dfa10,FUN_004dfa10,C3,render,RgbPackEncoder_wfb0f.cpp,PASS,same,data=0 ours=31B orig=34B
004dfa40,BgraReorder4dfa40,FUN_004dfa40,C3,render,BgraReorder_wf.cpp,PASS,same,data=0 ours=35B orig=34B
004dfa70,PixReadU32,FUN_004dfa70,C3,render,PixReadU32_wf.cpp,PASS,same,data=0 ours=35B orig=34B
004dfaa0,PixPassthrough16,FUN_004dfaa0,C3,render,PixPassthrough16.cpp,PASS,DIFF,imm -- +0x8
004e4320,RwPluginLinkSet,RwPluginLinkSet,C3,render,RwPluginLinkSet.cpp,PASS,same,data=1 ours=40B orig=39B
004e4350,Clear4e4350,FUN_004e4350,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004f3cb0,PtrArrayFindLastIndex,PtrArrayFindLastIndex,C3,render,StateBatchGetters.cpp,PASS,DIFF,imm -0x4 +-
004f5020,FormatEntryLookup,FUN_004f5020,C3,render,PluginFields_ah4.cpp,PASS,same,data=0 ours=12B orig=12B
004f8660,PluginFieldReadA8,PluginDataDwordA,C3,render,PluginFields_ah4.cpp,PASS,same,data=1 ours=14B orig=14B
004f8660,PluginDataDwordA,PluginDataDwordA,C3,render,StateBatchGetters.cpp,PASS,same,data=1 ours=14B orig=14B
004f8690,PluginFieldReadAC,PluginDataDwordB,C3,render,PluginFields_ah4.cpp,PASS,same,data=1 ours=14B orig=14B
004f8690,PluginDataDwordB,PluginDataDwordB,C3,render,StateBatchGetters.cpp,PASS,same,data=1 ours=14B orig=14B
005173d0,Set5173d0,Set5173d0,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=26B orig=26B
00518570,Rmw518570,Rmw518570,C3,util,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x4 +0x400
0051ca60,StoreBE51ca60,StoreBE51ca60,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=35B orig=35B
005209d0,Set5209d0,Set5209d0,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=35B orig=35B
00523110,LoadBE523110,LoadBE523110,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=35B orig=39B
00550790,FsManager7dc76cSet,FsManager7dc76cSet,C3,util,PromoLoop_round17.cpp,PASS,same,data=1 ours=10B orig=10B
00550950,RwsStreamRead,RwsStreamRead,C3,audio,RwsStreamRead.cpp,PASS,DIFF,imm -0x28 +-
00550980,VfsStreamRead,VfsStreamRead,C3,save,VfsStream.cpp,PASS,DIFF,imm -0x28 +-
00550b00,VfsFileExists,VfsFileExists,C4,save,GameSaveVFS.cpp,PASS,DIFF,imm -- +0x68
