t,fires,px,py,pz,tx,ty,tz,elev,azim,zoom,pairA,pairB,c0x,c0y,c0z,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z
1781117717084,684,-6.500535011291504,7.661942481994629,-16.88612937927246,6.713937759399414,-7.6827473640441895,-3.831289291381836,44.825042724609375,119.71109771728516,6.2136945724487305,0,2,-0.4661882221698761,-0.038851942867040634,-17.149648666381836,1.916661024093628,-0.0037331159692257643,-24.54191017150879,2.93153715133667,-1.2540500216935653e-40,-23.832252502441406,4.001948356628418,-7.431057730345218e-39,-21.409374237060547
1781117717091,685,-6.534932613372803,7.66663932800293,-16.949607849121094,6.724900722503662,-7.687985420227051,-3.812307357788086,44.8408203125,119.54862976074219,6.203225135803223,0,2,-0.4665478765964508,-0.03967325761914253,-17.17597770690918,1.946833848953247,-0.0037451128009706736,-24.544710159301758,2.9280567169189453,-1.2540500216935653e-40,-23.833084106445312,4.021050453186035,-7.431066138136004e-39,-21.41442108154297
1781117717095,686,-6.567649841308594,7.673003673553467,-17.0137939453125,6.736078262329102,-7.694890975952148,-3.792440414428711,44.87030029296875,119.37966918945312,6.192737579345703,0,2,-0.4669066369533539,-0.040492866188287735,-17.202241897583008,1.9780232906341553,-0.0037568227853626013,-24.547388076782227,2.925114154815674,-1.2540500216935653e-40,-23.833786010742188,4.040861129760742,-7.43107454592679e-39,-21.419780731201172
1781117717102,687,-6.572533130645752,7.666365146636963,-17.06222915649414,6.745516777038574,-7.688713073730469,-3.7715721130371094,44.851043701171875,119.21052551269531,6.183041572570801,0,1,-0.4672645628452301,-0.04131065309047699,-17.228445053100586,2.0102474689483643,-0.0037682645488530397,-24.549924850463867,2.9226880073547363,-1.2540500216935653e-40,-23.834365844726562,4.061376571655273,-7.431080151120648e-39,-21.425464630126953
1781117717106,688,-6.566755771636963,7.655368328094482,-17.104656219482422,6.754347324371338,-7.678145408630371,-3.7500762939453125,44.8228759765625,119.03942108154297,6.174139976501465,0,1,-0.4676215946674347,-0.04212638735771179,-17.25458335876465,2.04350209236145,-0.003780329367145896,-24.55230140686035,2.9207592010498047,-1.2540500216935653e-40,-23.834827423095703,4.0825910568237305,-7.431085756314505e-39,-21.43148422241211
1781117717111,689,-6.557492256164551,7.643449783325195,-17.14544677734375,6.763519287109375,-7.666643142700195,-3.7277889251708984,44.79119873046875,118.86182403564453,6.165225505828857,0,1,-0.4679777920246124,-0.042939819395542145,-17.28066062927246,2.0777852535247803,-0.0037915429566055536,-24.554502487182617,2.919308662414551,-1.2540500216935653e-40,-23.835174560546875,4.104497909545898,-7.431088558911434e-39,-21.437854766845703
1781117717118,690,-6.545820713043213,7.630220413208008,-17.185501098632812,6.772205352783203,-7.653824806213379,-3.7051944732666016,44.7545166015625,118.683837890625,6.15629768371582,0,1,-0.4683331549167633,-0.04375174641609192,-17.306676864624023,2.1130902767181396,-0.0038027989212423563,-24.556509017944336,2.918318748474121,-1.2540500216935653e-40,-23.835411071777344,4.127093315124512,-7.431091361508362e-39,-21.444591522216797
1781117717125,691,-6.533933639526367,7.618071556091309,-17.225048065185547,6.781386852264404,-7.642085075378418,-3.6825828552246094,44.7218017578125,118.50382995605469,6.148170471191406,0,1,-0.46868768334388733,-0.044561371207237244,-17.332632064819336,2.1494128704071045,-0.0038135359063744545,-24.55830192565918,2.917771339416504,-1.2540500216935653e-40,-23.835540771484375,4.150369644165039,-7.431094164105291e-39,-21.451702117919922
1781117717129,692,-6.52172327041626,7.606256484985352,-17.264657974243164,6.790741920471191,-7.630677223205566,-3.6596813201904297,44.6903076171875,118.3211898803711,6.140032768249512,0,1,-0.4690413773059845,-0.045368775725364685,-17.3585262298584,2.186746835708618,-0.0038243334274739027,-24.559865951538086,2.9176502227783203,-1.2540500216935653e-40,-23.8355712890625,4.174323081970215,-7.43109696670222e-39,-21.45920181274414
1781117717135,693,-6.509644985198975,7.595484733581543,-17.305095672607422,6.800189971923828,-7.620312213897705,-3.635801315307617,44.65887451171875,118.1316909790039,6.132699489593506,0,1,-0.46939411759376526,-0.04617508500814438,-17.38435173034668,2.2250869274139404,-0.0038347779773175716,-24.561182022094727,2.9179396629333496,-1.2540500216935653e-40,-23.83550262451172,4.198945999145508,-7.431099769299148e-39,-21.46710205078125
1781117717140,694,-6.497154712677002,7.584807395935059,-17.345352172851562,6.809708595275879,-7.610040664672852,-3.6119022369384766,44.63153076171875,117.9416732788086,6.125357151031494,0,1,-0.46974602341651917,-0.04697875678539276,-17.41011619567871,2.2644283771514893,-0.0038440595380961895,-24.56224250793457,2.9185996055603027,-1.2540500216935653e-40,-23.835346221923828,4.224234580993652,-7.431099769299148e-39,-21.47541046142578
1781117717145,695,-6.484487533569336,7.575098514556885,-17.3856201171875,6.819273948669434,-7.600736618041992,-3.5877246856689453,44.6077880859375,117.74952697753906,6.118823528289795,0,1,-0.4700970947742462,-0.047780927270650864,-17.435819625854492,2.3047635555267334,-0.003853278700262308,-24.56302833557129,2.9196438789367676,-1.2540500216935653e-40,-23.835094451904297,4.250184059143066,-7.431099769299148e-39,-21.48413848876953
1781117717151,696,-6.472386837005615,7.566501617431641,-17.42650032043457,6.829480171203613,-7.592543125152588,-3.5628700256347656,44.58819580078125,117.55056762695312,6.112282752990723,0,1,-0.4704473912715912,-0.048580825328826904,-17.461462020874023,2.3460853099823,-0.0038602580316364765,-24.56355094909668,2.9210872650146484,-1.2540500216935653e-40,-23.834747314453125,4.276789665222168,-7.431099769299148e-39,-21.493297576904297
